prefix,n_train,n_calib,n_test,n_test_active,n_calib_neg,auroc_test,auprc_test,conformal_ran,fdr02_n_selected,fdr02_true_fdr,fdr02_n_actives,ks_distances
CHEMBL226_Ki_CHEMBL1227963,1120,558,558,176,364,0.8416230366492146,0.734856503992029,True,0,,0,"{'ks_neg': (0.4519083067470145, 0.08085598151115475), 'ks_nc': (0.4641577060931882, 0.05555555555689263)}"
CHEMBL226_Ki_CHEMBL1664119,1120,558,558,186,359,0.8411666088565151,0.7482260885785936,True,54,0.1111111111111111,48,"{'ks_neg': (0.4115274408202791, 0.060269792196448596), 'ks_nc': (0.44623655913978294, 0.04214869646584685)}"
CHEMBL226_Ki_CHEMBL1936134,1120,558,558,177,347,0.8702196123789611,0.7899375011834586,True,68,0.11764705882352941,60,"{'ks_neg': (0.3481350645058009, 0.08820085056083689), 'ks_nc': (0.37455197132616586, 0.05473089711312398)}"
CHEMBL226_Ki_CHEMBL1959505,1120,558,558,184,348,0.8593205068588701,0.7443752083339465,True,72,0.16666666666666666,60,"{'ks_neg': (0.36361389197873634, 0.04985551671072033), 'ks_nc': (0.40860215053763105, 0.022590363675501518)}"
CHEMBL226_Ki_CHEMBL2073178,1120,558,558,198,354,0.8253647586980921,0.7364924521810322,True,0,,0,"{'ks_neg': (0.4185347184253658, 0.04659498207885307), 'ks_nc': (0.4354838709677404, 0.04659498207885307)}"
CHEMBL226_Ki_CHEMBL2174889,1120,558,558,187,343,0.849301641754472,0.7433665363653424,True,0,,0,"{'ks_neg': (0.37771821478206996, 0.08721184020879183), 'ks_nc': (0.39784946236558794, 0.04301075268817206)}"
CHEMBL226_Ki_CHEMBL2187070,1120,558,558,201,356,0.8245746059617877,0.7263919751536395,True,16,0.0625,15,"{'ks_neg': (0.37905239418468206, 0.02777777779461703), 'ks_nc': (0.3853046594982087, 0.051529999359728074)}"
CHEMBL226_Ki_CHEMBL3096082,1120,558,558,188,362,0.8152961472110408,0.6633565587947774,True,0,,0,"{'ks_neg': (0.4043941464187385, 0.0327789394210062), 'ks_nc': (0.42831541218637903, 0.026881720475012482)}"
CHEMBL226_Ki_CHEMBL3240796,1120,558,558,192,368,0.8351975182149363,0.7390278303841383,True,58,0.06896551724137931,54,"{'ks_neg': (0.3985604643914557, 0.040304800241385386), 'ks_nc': (0.41397849462365555, 0.02899508166279461)}"
CHEMBL226_Ki_CHEMBL3379783,1120,558,558,207,367,0.8366709332892908,0.7762128260582396,True,42,0.07142857142857142,39,"{'ks_neg': (0.3330549939937303, 0.03872036607578458), 'ks_nc': (0.34587813620071356, 0.042467082334458714)}"
CHEMBL226_Ki_CHEMBL3411599,1120,558,558,203,384,0.8736834801914939,0.7958075422240778,True,107,0.16822429906542055,89,"{'ks_neg': (0.4712421594982053, 0.09348137386699407), 'ks_nc': (0.4659498207885281, 0.0638231718302967)}"
CHEMBL226_Ki_CHEMBL3744101,1120,558,558,195,358,0.8457229639047821,0.7520988969046591,True,0,,0,"{'ks_neg': (0.35312668949360193, 0.01792114709898701), 'ks_nc': (0.37096774193547993, 0.01659558426556204)}"
CHEMBL226_Ki_CHEMBL3767376,1120,558,558,198,386,0.8630471380471381,0.7952863977301907,True,90,0.15555555555555556,76,"{'ks_neg': (0.43253106022619503, 0.037634408607061076), 'ks_nc': (0.45698924731182705, 0.022477205105909337)}"
CHEMBL226_Ki_CHEMBL3802551,1120,558,558,193,367,0.8138121939101426,0.7278503954598831,True,53,0.18867924528301888,43,"{'ks_neg': (0.30200306661588183, 0.01612903228371292), 'ks_nc': (0.3136200716845887, 0.015232974970505011)}"
CHEMBL226_Ki_CHEMBL3878177,1120,558,558,206,390,0.8567823256840247,0.7927541291296427,True,65,0.09230769230769231,59,"{'ks_neg': (0.40344637441411324, 0.06891123789500611), 'ks_nc': (0.4247311827956971, 0.07110617187763879)}"
CHEMBL226_Ki_CHEMBL4152680,1120,558,558,197,366,0.8653908348214913,0.7866446255115566,True,0,,0,"{'ks_neg': (0.2971678712027728, 0.01702508961680882), 'ks_nc': (0.3136200716845834, 0.016129032458554207)}"
CHEMBL226_Ki_CHEMBL4275270,1120,558,558,173,344,0.8426244275955258,0.7167169432156593,True,60,0.16666666666666666,50,"{'ks_neg': (0.30245061265316325, 0.01612910430436043), 'ks_nc': (0.31899641577061016, 0.014653600972788394)}"
CHEMBL226_Ki_CHEMBL4333783,1120,558,558,207,373,0.8715058425203354,0.8140867707356265,True,19,0.05263157894736842,18,"{'ks_neg': (0.44873494959977417, 0.05293844028017325), 'ks_nc': (0.46057347670250676, 0.05916535946862743)}"
CHEMBL226_Ki_CHEMBL4369920,1120,558,558,187,364,0.8550960693025067,0.7461741279066507,True,13,0.07692307692307693,12,"{'ks_neg': (0.28107645043128965, 0.019783263615149205), 'ks_nc': (0.30824372759856655, 0.0263160256160066)}"
CHEMBL226_Ki_CHEMBL4407526,1120,558,558,187,383,0.8622742407426093,0.7518702373971609,True,8,0.0,8,"{'ks_neg': (0.3953741916767257, 0.08602150537634418), 'ks_nc': (0.412186379928315, 0.02777777778925271)}"
CHEMBL226_Ki_CHEMBL829615,1120,558,558,211,384,0.8784913339798133,0.8225485286734792,True,142,0.1619718309859155,119,"{'ks_neg': (0.4091621863799272, 0.2097004096311683), 'ks_nc': (0.4193548387096765, 0.04301075296468511)}"
CHEMBL226_Ki_CHEMBL841776,1120,558,558,204,378,0.8493270189431704,0.7390405148092521,True,116,0.20689655172413793,92,"{'ks_neg': (0.37182112988564764, 0.021558400938275046), 'ks_nc': (0.3691756272401448, 0.0170250896060513)}"
CHEMBL226_Ki_CHEMBL863394,1120,558,558,211,402,0.8601281123236407,0.781247872478279,True,134,0.208955223880597,106,"{'ks_neg': (0.4415289145669506, 0.07885304659498216), 'ks_nc': (0.41039426523297495, 0.08115834037360393)}"
CHEMBL226_Ki_CHEMBL870845,1120,558,558,223,382,0.8166655511679273,0.7580331953270789,True,144,0.2152777777777778,113,"{'ks_neg': (0.3947249901480621, 0.18458781362007148), 'ks_nc': (0.3942652329749108, 0.1925193801850837)}"
CHEMBL226_Ki_CHEMBL871362,1120,558,558,184,361,0.8306498488723554,0.7118139513618601,True,0,,0,"{'ks_neg': (0.4292685590603561, 0.07526881720430115), 'ks_nc': (0.4265232974910395, 0.07526881720430115)}"
CHEMBL226_Ki_CHEMBL894342,1120,558,558,191,375,0.8755724210736551,0.8073330307054283,True,85,0.12941176470588237,74,"{'ks_neg': (0.4483584229390677, 0.10752688172043023), 'ks_nc': (0.4408602150537631, 0.10752688172043023)}"
CHEMBL226_Ki_CHEMBL901018,1120,558,558,173,362,0.8756099391937542,0.8104140822575883,True,62,0.08064516129032258,57,"{'ks_neg': (0.35971009326917536, 0.12996380095338328), 'ks_nc': (0.3637992831541233, 0.1338571034562643)}"
CHEMBL226_Ki_CHEMBL904111,1120,558,558,176,351,0.8902308424559734,0.8333053394979505,True,33,0.06060606060606061,31,"{'ks_neg': (0.34578623288300214, 0.08064516129032266), 'ks_nc': (0.33154121863798747, 0.11232920389728528)}"
CHEMBL226_Ki_CHEMBL917986,1120,558,558,204,362,0.8343718843469591,0.7711751983839901,True,53,0.05660377358490566,50,"{'ks_neg': (0.373997504901086, 0.08190892488274036), 'ks_nc': (0.38530465949820836, 0.02136718656323866)}"
CHEMBL226_Ki_CHEMBL918607,1120,558,558,219,394,0.8692770840910009,0.8137318789240472,True,154,0.2012987012987013,123,"{'ks_neg': (0.4161344904754095, 0.16675300334101206), 'ks_nc': (0.4336917562724009, 0.0590269439696299)}"
CHEMBL226_Ki_CHEMBL918669,1120,558,558,189,374,0.8799271590599503,0.8108141993491146,True,81,0.18518518518518517,66,"{'ks_neg': (0.3222068886205461, 0.025878067793709644), 'ks_nc': (0.3387096774193552, 0.025867509543183433)}"
CHEMBL226_Ki_CHEMBL922854,1120,558,558,200,370,0.8770530726256982,0.8295533270285033,True,113,0.168141592920354,94,"{'ks_neg': (0.41972294875520477, 0.12724014336917577), 'ks_nc': (0.39605734767025136, 0.12724014336917577)}"
CHEMBL226_Ki_CHEMBL933587,1120,558,558,192,367,0.8704035746812385,0.7603543378765779,True,0,,0,"{'ks_neg': (0.372921000459016, 0.040322580703778504), 'ks_nc': (0.379928315412187, 0.035842295473753005)}"
