prefix,n_train,n_calib,n_test,n_test_active,n_calib_neg,auroc_test,auprc_test,conformal_ran,fdr02_n_selected,fdr02_true_fdr,fdr02_n_actives,ks_distances
CHEMBL214_Ki_CHEMBL5121174,492,270,204,132,123,0.8402777777777778,0.9167849194546527,True,92,0.09782608695652174,83,"{'ks_neg': (0.5969631755141066, 0.4823481149794505), 'ks_nc': (0.6420479302832225, 0.3514783515442819)}"
CHEMBL217_Ki_CHEMBL1176478,643,315,280,98,130,0.7153698979591837,0.5659064527829424,True,0,,0,"{'ks_neg': (0.7486583184257616, 0.6306884211007473), 'ks_nc': (0.7095976375046155, 0.48087923788788145)}"
CHEMBL217_Ki_CHEMBL1225816,643,315,280,98,130,0.719642857142857,0.5786262132140494,True,0,,0,"{'ks_neg': (0.7486583184257616, 0.6306884211007473), 'ks_nc': (0.7095976375046155, 0.4808791836991555)}"
CHEMBL217_Ki_CHEMBL1694505,643,315,280,98,130,0.7255739795918368,0.5868429322764533,True,0,,0,"{'ks_neg': (0.7486583184257616, 0.6306884246225953), 'ks_nc': (0.7095976375046155, 0.4808792352844988)}"
CHEMBL217_Ki_CHEMBL1777183,643,315,280,98,130,0.6959821428571429,0.5223611473276748,True,0,,0,"{'ks_neg': (0.7486583184257616, 0.6306884207494082), 'ks_nc': (0.7095976375046155, 0.480878945536965)}"
CHEMBL217_Ki_CHEMBL2162846,645,315,278,98,130,0.6921983983466804,0.6483175151124483,True,18,0.05555555555555555,17,"{'ks_neg': (0.7630408653846154, 0.6167834739442604), 'ks_nc': (0.7072544642857143, 0.35655148868183084)}"
CHEMBL217_Ki_CHEMBL2344228,643,315,280,98,130,0.700765306122449,0.5474078601796233,True,0,,0,"{'ks_neg': (0.7486583184257616, 0.6306884211007473), 'ks_nc': (0.7095976375046155, 0.48087981784059414)}"
CHEMBL217_Ki_CHEMBL2388819,643,315,280,98,130,0.6685586734693877,0.5140935582876045,True,0,,0,"{'ks_neg': (0.7486583184257616, 0.6306884238650421), 'ks_nc': (0.7095976375046155, 0.48087910525170396)}"
CHEMBL217_Ki_CHEMBL3117737,643,315,280,98,130,0.7166454081632653,0.5770231919088966,True,0,,0,"{'ks_neg': (0.7486583184257616, 0.6306884211007473), 'ks_nc': (0.7095976375046155, 0.48087960085301495)}"
CHEMBL217_Ki_CHEMBL3374187,643,315,280,98,130,0.7158801020408163,0.5433152388076107,True,0,,0,"{'ks_neg': (0.7486583184257616, 0.6306884229837011), 'ks_nc': (0.7095976375046155, 0.4808789226796765)}"
CHEMBL217_Ki_CHEMBL3379351,643,315,280,98,130,0.6919642857142858,0.5386777765526848,True,0,,0,"{'ks_neg': (0.7486583184257616, 0.6306884211007473), 'ks_nc': (0.7095976375046155, 0.4808799070191309)}"
CHEMBL217_Ki_CHEMBL3591124,643,315,280,98,130,0.6684311224489796,0.5279948141816755,True,0,,0,"{'ks_neg': (0.7486583184257616, 0.6306884225610101), 'ks_nc': (0.7095976375046155, 0.480879011693842)}"
CHEMBL217_Ki_CHEMBL3599873,643,315,280,98,130,0.6950255102040817,0.5402313353852914,True,0,,0,"{'ks_neg': (0.7486583184257616, 0.6306884201222478), 'ks_nc': (0.7095976375046155, 0.480879303414076)}"
CHEMBL217_Ki_CHEMBL3762401,643,315,280,98,130,0.6613520408163265,0.5028176017038415,True,0,,0,"{'ks_neg': (0.7486583184257616, 0.6306884432941889), 'ks_nc': (0.7095976375046155, 0.4808789026401049)}"
CHEMBL217_Ki_CHEMBL3857974,643,315,280,98,130,0.7017857142857142,0.5614048604817496,True,0,,0,"{'ks_neg': (0.7486583184257616, 0.6306884211007473), 'ks_nc': (0.7095976375046155, 0.48087960085301495)}"
CHEMBL217_Ki_CHEMBL4011211,643,315,280,98,130,0.7271045918367347,0.5460043528127281,True,0,,0,"{'ks_neg': (0.7486583184257616, 0.6306884211007473), 'ks_nc': (0.7095976375046155, 0.48087960085301495)}"
CHEMBL217_Ki_CHEMBL4350893,643,315,280,98,130,0.7061224489795919,0.5785590428773262,True,0,,0,"{'ks_neg': (0.7486583184257616, 0.6306884212502742), 'ks_nc': (0.7095976375046155, 0.4808798167654792)}"
CHEMBL217_Ki_CHEMBL4354013,643,315,280,98,130,0.7306122448979592,0.5681333792143453,True,0,,0,"{'ks_neg': (0.7486583184257616, 0.6306884211007473), 'ks_nc': (0.7095976375046155, 0.48087960085301495)}"
