smiles,5b0fe37d404cd3c110d464704646dcec,620b5ed985061392ed8aae9f9528d061,6985506761917809febe084969c70970,6a88bba0e3106f72feeac64cca116875,6ca673946935809de97f788926b01dd0,7f73c5dd89b7b6d8ca56c162eee39ae0,88f6e85df94f2f1213c571a5bc5bc793,93411e5dfe32b461732e76df488a6224,950edee628a799c6d21b79616a3c2922,9a0ea9c5d064d5578aba12a00c1e51d1,aa461b785a983250aad972831c85f6ee,aab458b586520ad6a82e21e396e745fa,b0fd50b2a84e9e8c259dbcef84128415,bf615fc2b04369c84661b7e8b940d315,c0db50ee265eed4f605cce27bcb440ed,c6eb716f36a79621c8c73c735dd764f1,d2bb6d3d58b1bcb29df748e0c133c4f1,de4ea86d93119b0ed700c0fefbdba03a,e88725960b249dc424ccffef189c0409,efc372c7ca16a5c6683e34d1eb239f0d,f626eefe954fd8d53aed7403a4e04df7
CN1CCc2oc3ccc(S(=O)(=O)c4ccccc4)cc3c2C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN=C1N(C)C(=O)C(=Cc2c[nH]c3c(Br)cccc23)N1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN=C1N(C)C(=O)C(=Cc2c[nH]c3ccccc23)N1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN=C1NC(=O)C(=Cc2c[nH]c3c(Br)cccc23)N1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN=C1NC(=O)C(=Cc2c[nH]c3ccc(Br)cc23)N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN=C1NC(=O)C(=Cc2c[nH]c3cccc(Br)c23)N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN=C1NC(=O)C(=Cc2c[nH]c3cccc(Br)c23)N1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNC(=O)CNCC1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNC(=O)NCC1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNC(=O)c1cc(S(=O)(=O)c2ccccc2)cc2c3c(oc12)CCNC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNC1CCc2c(c3cc(OC)ccc3n2S(=O)(=O)c2cccc(C(F)(F)F)c2)C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNC1CCc2c(c3ccccc3n2S(=O)(=O)c2cccc(C(F)(F)F)c2)C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNC1c2c(ccc3c2ccn3S(=O)(=O)c2ccccc2)C1CCO,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNC1c2cc3c(ccn3S(=O)(=O)c3ccccc3)cc2C1CCO,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNC1c2cc3ccn(S(=O)(=O)c4ccccc4)c3cc2C1CCO,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNC1c2ccc3c(ccn3S(=O)(=O)c3ccccc3)c2C1CCO,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNCC(=O)NCC1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNCC1CCCc2cc(S(=O)(=O)c3cc[nH]c3)ccc21,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNCC1CCCc2cc(S(=O)(=O)c3ccccc3)ccc21,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNCC1COc2ccc(S(=O)(=O)c3ccccc3)cc2O1,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNCC1Cc2cc3ccn(S(=O)(=O)c4cccc5ccccc45)c3cc21,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNCC1Cc2ccc3c(ccn3S(=O)(=O)c3cccc4ccccc34)c21,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNCC1Cc2ccc3c(ccn3S(=O)(=O)c3ccccc3)c21,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNCCC(=O)Nc1ccc2cnn(S(=O)(=O)c3cccc4ccccc34)c2c1,0.0,0.0,0.0,8.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNCCC1=CC(CCc2ccccc2)c2ccccc21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNCCC1=CC(Cc2ccccc2)c2ccccc21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNCCC=C1c2ccccc2CCc2ccccc21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNCCOc1cccc2c1ccn2S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0
CNCCc1ccc(Cl)c(-c2ccccc2OC)c1,0.0,0.0,0.0,0.0,0.0,6.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNCCc1cccc(NS(=O)(=O)c2ccccc2)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNCCc1cn(S(=O)(=O)c2ccccc2)c2ccccc12,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNCCn1cc(S(=O)(=O)c2c(Cl)nc3sccn23)c2cccnc21,0.0,0.0,0.0,9.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNCCn1cc(S(=O)(=O)c2cccc(Cl)c2)c2cccnc21,0.0,0.0,0.0,9.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNCCn1cc(S(=O)(=O)c2cccc(F)c2)c2cccnc21,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNCCn1cc(S(=O)(=O)c2cccc3ccccc23)c2ccccc21,0.0,0.0,0.0,8.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNCCn1cc(S(=O)(=O)c2ccccc2)c2ccccc21,0.0,0.0,0.0,7.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNCc1ccc(Cl)c(-c2ccccc2OC)c1,0.0,0.0,0.0,0.0,0.0,5.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNS(=O)(=O)NCC1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNS(=O)(=O)c1ccc2[nH]cc(CCN(C)C)c2c1,0.0,0.0,0.0,0.0,0.0,5.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNc1cc(-c2ccccc2)ccc1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82,0.0,0.0,0.0,0.0
CNc1cc(-c2cccnc2)ccc1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.32,0.0,0.0,0.0,0.0
CNc1cc(N2CCCNCC2)ccc1S(=O)(=O)c1ccc(F)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNc1cc(N2CCCNCC2)ccc1S(=O)(=O)c1cccc(F)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,0.0,0.0,0.0,0.0
CNc1cc(N2CCNCC2)ccc1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0
CNc1cc(NC)c2ccn(S(=O)(=O)c3ccc(N)cc3)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNc1cc(NC)c2ccn(S(=O)(=O)c3ccccc3)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNc1cc(NS(=O)(=O)c2ccc(N)cc2)cc(NC)n1,7.92,0.0,0.0,7.92,0.0,7.8,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(N)n1,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(NC)n1,7.26,0.0,0.0,7.26,0.0,7.3,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNc1ccc(C2(C)C(=O)Nc3cc(Cl)cc(Cl)c3C2=O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNc1ccc2c3c(n(S(=O)(=O)c4ccc(N)cc4)c2c1)CCCC3,0.0,0.0,0.0,0.0,0.0,6.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNc1ccc2ccn(S(=O)(=O)c3ccc(N)cc3)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNc1cccc(S(=O)(=O)c2ccc3c(c2)c2c(n3C)CC3CCC2N3)c1,0.0,0.0,0.0,0.0,0.0,8.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNc1cccc2c1c1c(n2S(=O)(=O)c2ccc(N)cc2)CCCC1,0.0,0.0,0.0,0.0,0.0,6.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNc1ccccc1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.61,0.0,0.0,0.0,0.0
CNc1nn2c(C)c(CCN(C)C)c(C)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.68,0.0,0.0,0.0,0.0
CNc1nn2c(C)c(CCN)c(C)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.86,0.0,0.0,0.0,0.0
CNc1nn2c(C)c(CN(C)C)c(C)nc2c1S(=O)(=O)c1cccc(Cl)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38,0.0,0.0,0.0,0.0
CNc1nn2c(C)c(CN(C)C)c(C)nc2c1S(=O)(=O)c1cccc(F)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.05,0.0,0.0,0.0,0.0
CNc1nn2c(C)c(CN(C)C)c(C)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15,0.0,0.0,0.0,0.0
CNc1nn2c(C)c(CN)c(C)nc2c1S(=O)(=O)c1cccc(Cl)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.26,0.0,0.0,0.0,0.0
CNc1nn2c(C)c(CN)c(C)nc2c1S(=O)(=O)c1cccc(F)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,0.0,0.0,0.0,0.0
CNc1nn2c(C)c(CN)c(C)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.19,0.0,0.0,0.0,0.0
CNc1nn2c(C)c(N(C)C)c(C)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.68,0.0,0.0,0.0,0.0
CNc1nn2c(C)c(N)c(C)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.28,0.0,0.0,0.0,0.0
CNc1nn2c(C)c(NC(C)=O)c(C)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0
CNc1nn2c(C)c3c(nc2c1S(=O)(=O)c1ccccc1)CCCC3,0.0,0.0,0.0,9.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNc1nn2c(C)c3c(nc2c1S(=O)(=O)c1ccccc1)CCN(C)C3,0.0,0.0,0.0,9.18,0.0,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNc1nn2c(C)cc(C)nc2c1S(=O)(=O)c1ccc(F)c(Cl)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.22,0.0,0.0,0.0,0.0
CNc1nn2c(C)cc(C)nc2c1S(=O)(=O)c1ccc(F)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0
CNc1nn2c(C)cc(C)nc2c1S(=O)(=O)c1ccc(O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0
CNc1nn2c(C)cc(C)nc2c1S(=O)(=O)c1ccc(OC)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.02,0.0,0.0,0.0,0.0
CNc1nn2c(C)cc(C)nc2c1S(=O)(=O)c1cccc(Cl)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.73,0.0,0.0,0.0,0.0
CNc1nn2c(C)cc(C)nc2c1S(=O)(=O)c1cccc(F)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0
CNc1nn2c(C)cc(C)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.59,0.0,0.0,0.0,0.0
CNc1nn2c(C)cc(CN)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.01,0.0,0.0,0.0,0.0
CNc1nn2c(C)cc(CO)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.32,0.0,0.0,0.0,0.0
CNc1nn2c(C)cc(COC)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.57,0.0,0.0,0.0,0.0
CNc1nn2c(C)ccnc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62,0.0,0.0,0.0,0.0
CNc1nn2c(CN(C)C)cc(C)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.74,0.0,0.0,0.0,0.0
CNc1nn2c(CN)cc(C)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.73,0.0,0.0,0.0,0.0
CNc1nn2c(CO)cc(C)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55,0.0,0.0,0.0,0.0
CNc1nn2c(COC)cc(C)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.12,0.0,0.0,0.0,0.0
CNc1nn2c(N(C)C)cc(C)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.46,0.0,0.0,0.0,0.0
CNc1nn2c(N(C)CCN(C)C)cc(C)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65,0.0,0.0,0.0,0.0
CNc1nn2c(N)c(Cl)c(C)nc2c1S(=O)(=O)c1cccc(Cl)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.73,0.0,0.0,0.0,0.0
CNc1nn2c(N)c(Cl)c(C)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85,0.0,0.0,0.0,0.0
CNc1nn2c(N)cc(C)nc2c1S(=O)(=O)c1cccc(Cl)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.66,0.0,0.0,0.0,0.0
CNc1nn2c(N)cc(C)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,0.0,0.0
CNc1nn2c(N3CCN(C)CC3)cc(C)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36,0.0,0.0,0.0,0.0
CNc1nn2c(N3CCOCC3)cc(C)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78,0.0,0.0,0.0,0.0
CNc1nn2c(NC)cc(C)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.24,0.0,0.0,0.0,0.0
CNc1nn2c(NCCCN(C)C)cc(C)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.95,0.0,0.0,0.0,0.0
CNc1nn2c(NCCN(C)C)cc(C)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.16,0.0,0.0,0.0,0.0
CNc1nn2c3c(c(C)nc2c1S(=O)(=O)c1ccccc1)CCC3,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38,0.0,0.0,0.0,0.0
CNc1nn2c3c(c(C)nc2c1S(=O)(=O)c1ccccc1)CCCC3,0.0,0.0,0.0,9.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNc1nn2c3c(c(C)nc2c1S(=O)(=O)c1ccccc1)CN(C)CC3,0.0,0.0,0.0,9.17,0.0,9.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNc1nn2c3c(cnc2c1S(=O)(=O)c1ccccc1)CCC3,0.0,0.0,0.0,10.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.43,0.0,0.0,0.0,0.0
CNc1nn2c3c(cnc2c1S(=O)(=O)c1ccccc1)CCCC3,0.0,0.0,0.0,9.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.59,0.0,0.0,0.0,0.0
CNc1nn2c3c(cnc2c1S(=O)(=O)c1ccccc1)CN(C)CC3,0.0,0.0,0.0,9.41,0.0,9.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.74,0.0,0.0,0.0,0.0
CNc1nn2c3c(cnc2c1S(=O)(=O)c1ccccc1)CNCC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.72,0.0,0.0,0.0,0.0
CNc1nn2cc3c(nc2c1S(=O)(=O)c1ccccc1)CCCC3,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.27,0.0,0.0,0.0,0.0
CNc1nn2cc3c(nc2c1S(=O)(=O)c1ccccc1)CCN(C)C3,0.0,0.0,0.0,9.09,0.0,8.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.84,0.0,0.0,0.0,0.0
CNc1nn2cc3c(nc2c1S(=O)(=O)c1ccccc1)CCNC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.68,0.0,0.0,0.0,0.0
CNc1nn2ccc(C)nc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.84,0.0,0.0,0.0,0.0
CNc1nn2cccnc2c1S(=O)(=O)c1ccc(F)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.93,0.0,0.0,0.0,0.0
CNc1nn2cccnc2c1S(=O)(=O)c1cccc(Cl)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.93,0.0,0.0,0.0,0.0
CNc1nn2cccnc2c1S(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.41,0.0,0.0,0.0,0.0
