smiles,pchembl_value
Cc1sc2ccc(Cl)cc2c1S(=O)(=O)Nc1ccc2nccc(N3CCNCC3)c2c1,5.8
Cc1c(S(=O)(=O)Nc2ccc3nccc(N4CCN(C)CC4)c3c2)sc2ccc(Cl)cc12,5.7
O=S(=O)(Nc1ccc2nccc(N3CCNCC3)c2c1)c1ccc2c(Cl)cccc2c1,5.6
CC1CCN(CCC(C)N(C)S(=O)(=O)c2ccc(Cl)c(Cl)c2)CC1,7.5
CC1CCN(CCC(C)N(C)S(=O)(=O)c2cccc3ccccc23)CC1,7.5
CC1CCN(CCC(C)N(C)S(=O)(=O)c2ccc(Br)c(Br)c2)CC1,7.7
O=C(C=Cc1ccccc1)N(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)Cc1cccnc1,5.9
CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)C(=O)CCC1CCCC1,5.4
CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)C(=O)C=Cc1ccccc1,6.0
Cc1ccc2c(OCCN3CCC(Cc4cc(F)c5c(c4)NC(=O)CO5)CC3)cc(F)cc2n1,7.1
Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)NC(=O)CO5)CC3)cccc2n1,6.7
Cc1ccc2c(OCCN3CCC(Cc4cc5c(cc4F)OCC(=O)N5)CC3)cc(F)cc2n1,7.4
Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4F)NC(=O)CO5)CC3)cc(Cl)cc2n1,6.9
Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4F)NC(=O)CO5)CC3)cc(F)cc2n1,6.9
O=C1C2CC=CCC2C(=O)N1CCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,7.51
CC1(C)CC(=O)N(C2CCC(N3CCN(c4cccc(C(F)(F)F)c4)CC3)CC2)C(=O)C1,6.66
CC1(C)CC(=O)N(CCCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)C(=O)C1,7.34
CC1C(=O)N(CCCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)C(=O)C1C,6.97
O=C1CCCC(=O)N1C1CCC(N2CCN(c3cccc(C(F)(F)F)c3)CC2)CC1,5.92
O=C1C2=C(CCCC2)C(=O)N1CCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,6.87
O=C1C2CC=CCC2C(=O)N1C1CCC(N2CCN(c3cccc(C(F)(F)F)c3)CC2)CC1,6.47
O=C1CCCC(=O)N1CCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,7.68
O=c1[nH]c2ccccc2n1CCCN1CCN(c2ccccc2)CC1,6.61
Cc1ccccc1-n1c(=O)n(CCN2CCN(c3ccccc3)CC2)c2ccccc21,6.04
Cc1ccccc1N1CCN(CCn2c(=O)n(-c3ccccc3)c3ccccc32)CC1,5.73
COc1ccc(-n2c(=O)n(CCN3CCN(c4ccccc4OC)CC3)c3ccccc32)cc1,6.53
COc1ccc(-n2c(=O)n(CCCN3CCN(c4ccccc4OC)CC3)c3ccccc32)cc1,6.78
COc1cccc(-n2c(=O)n(CCN3CCN(c4ccccc4C)CC3)c3ccccc32)c1,5.6
COc1ccccc1N1CCN(CCCCn2c(=O)[nH]c3ccccc32)CC1,7.58
COc1ccc(-n2c(=O)n(CCCCN3CCN(c4ccccc4OC)CC3)c3ccccc32)cc1,6.57
COc1ccccc1N1CCN(Cc2ccn(-c3ccccc3C)c2)CC1,8.37
COc1ccccc1N1CCN(CCCCCn2c(=O)[nH]c3ccccc32)CC1,7.42
O=c1[nH]c2ccccc2n1CCCCCCN1CCN(c2ccccc2)CC1,7.7
COc1ccccc1N1CCN(CCCn2c(=O)[nH]c3ccccc32)CC1,7.4
O=c1[nH]c2ccccc2n1CCCCCN1CCN(c2ccc(Cl)cc2)CC1,8.15
COc1ccc(-n2c(=O)n(CCN3CCN(c4ccccc4)CC3)c3ccccc32)cc1,6.25
O=c1[nH]c2ccccc2n1CCCCCN1CCN(c2cccc(Cl)c2)CC1,7.96
COc1ccccc1N1CCN(C(=N)NCCCNS(=O)(=O)c2cccc3ccccc23)CC1,6.71
COc1ccccc1N1CCN(CCCNS(=O)(=O)c2ccc3ccccc3c2)CC1,7.7
CC1CCN(CCC2CCCN2S(=O)(=O)c2cccc(O)c2)CC1,8.92
Cc1cccc(S(=O)(=O)NCCCNC(=N)N2CCC(c3ccccc3)CC2)c1,6.56
N=C(NCCCCNS(=O)(=O)c1cccc2ccccc12)N1CCc2ccccc2C1,6.7
COc1ccccc1N1CCN(C(=N)NCCCCNS(=O)(=O)c2ccc(C)cc2)CC1,6.85
Cc1cccc(S(=O)(=O)NCCNC(=N)N2CCC(C)CC2)c1,6.75
Cc1cccc(S(=O)(=O)NCCCCNC(=N)N2CCC(c3ccccc3)CC2)c1,6.82
CCOc1ccccc1CNC(=N)NC(=O)NC,7.31
Cc1ccccc1-c1cccc(CCN(C)C)c1,8.12
CN(C)CCSc1ccccc1Br,5.39
CN(C)CCSc1cccc(Br)n1,7.43
Cc1cccc(C)c1-c1ccccc1SCCN(C)C,5.84
COc1cccc(OC)c1-c1ccnc(CCN(C)C)n1,5.83
CN(C)CCSc1cccc(-c2ccccc2)n1,8.21
Cc1cccc(C)c1-c1ccc2c(c1)CC(N(C)C)CO2,7.87
CCCN(CCC)C1COc2c(cccc2-c2ccccc2)C1,8.47
CN(C)CCSc1cccc(-c2ccoc2)n1,7.58
COc1cccc(OC)c1-c1cccc2c1OCC(N(C)C)C2,8.59
Cc1cccc(C)c1-c1cccc(OCCN(C)C)n1,5.79
CN(C)CCSc1nc(-c2ccccc2)cs1,7.92
CN(C)CCOc1cccc(Br)n1,5.65
CN(C)CCSc1ccccc1-c1ccccc1,6.26
CN(C)CCOc1ccccc1Br,5.58
O=C(CCN1CCCN(c2cnc3ccccc3n2)CC1)c1csc2ccccc12,5.02
O=C(CCNC1CCN(c2ccc([N+](=O)[O-])cc2C(F)(F)F)CC1)c1csc2ccccc12,5.04
O=C(CCN1CCN(c2ccc([N+](=O)[O-])cc2)CC1)c1csc2ccc(F)cc12,4.04
O=[N+]([O-])c1ccc(N2CCCN(CCC(O)c3csc4ccccc34)CC2)c(C(F)(F)F)c1,5.06
Nc1ccc(N2CCN(CCC(=O)c3csc4ccccc34)CC2)cc1,4.85
N#Cc1ccc(N2CCCN(CCC(=O)c3csc4ccccc34)CC2)cc1,4.82
O=C(CCNC1CCN(c2ccc([N+](=O)[O-])cc2)CC1)c1csc2ccc(F)cc12,5.32
OC(CCN1CCC(N2CCOCC2)CC1)c1csc2ccccc12,4.56
N#Cc1ccc(N2CCC(NCCC(O)c3csc4ccccc34)CC2)cc1,5.78
O=C(CCN1CCC(N2CCOCC2)CC1)c1csc2ccccc12,4.27
O=c1c2cnc3ccccc3c2ncn1CCCCN1CCN(c2ccc(Cl)cc2)CC1,6.48
O=c1c2cnc3ccccc3c2ncn1CCCCN1CCN(c2ccc(-c3ncccn3)cc2)CC1,5.24
O=c1c2cnc3ccccc3c2ncn1CCCCN1CCN(c2cccc(Cl)c2)CC1,6.74
Cc1ccccc1N1CCN(CCCCn2cnc3c(cnc4ccccc43)c2=O)CC1,6.53
COc1cccc(N2CCN(CCCCn3cnc4c(cnc5ccccc54)c3=O)CC2)c1,6.32
O=c1c2cnc3ccccc3c2ncn1CCCCN1CCN(c2ccccc2)CC1,6.21
O=c1c2cnc3ccccc3c2ncn1CCCCN1CCN(c2ccccc2Cl)CC1,6.82
COc1ccccc1N1CCN(CCCCn2cnc3c(cnc4ccccc43)c2=O)CC1,6.56
O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2)CC1)c1cnc2ccccc2c1,7.25
O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2)CC1)c1cccc2ccccc12,7.44
O=S(=O)(c1cnc2ccccc2c1)N1CCC(CCN2CCN(c3ccc(Cl)cc3)CC2)CC1,7.4
O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2)CC1)c1ccc2ccccc2c1,7.3
O=S(=O)(c1ccc2cccnc2c1)N1CCC(CN2CCN(c3ccc(Cl)cc3)CC2)CC1,6.68
O=S(=O)(c1cncc2ccccc12)N1CCC(CCN2CCN(c3ccc(Cl)cc3)CC2)CC1,7.33
