smiles,pchembl_value
Oc1cc2c(cc1O)CN(C(=S)NCCc1ccc(Cl)cc1)CCC2,tensor([7.2500])
CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1NC(C)=O,tensor([5.0200])
CCCCCCCCC(=O)NCc1cc(OC)c(O)cc1Cl,tensor([7.3000])
C=Cc1cc(CNC(=O)CCCCCCCC)cc(OC)c1O,tensor([6.4100])
CCCCCCCCC(=O)NCc1cc(OC)c(O)cc1I,tensor([8.])
CCCCCCCCC=CCCCCCCCC=O,tensor([7.4600])
CC(C=CC=C(C)C=CC1=CCCCC1(C)C)=CC=O,tensor([4.7600])
CCCCCCCCC(=O)NCc1cc(I)c(O)c(OC)c1,tensor([6.9000])
CCCCCCCCC(=O)NCc1cc(Br)c(O)c(OC)c1,tensor([6.6000])
CCCCCC=CCC=CCC=CCC=CCCCC=O,tensor([7.2900])
CCCCCCCCC(=O)N1Cc2ccc(O)c(OC)c2NC1=O,tensor([5.4700])
CCCCCCCCC(=O)NCc1cc(OC)c(O)cc1Br,tensor([7.7900])
CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1I,tensor([5.4700])
CCCCCCCCC(=O)NCc1cc(CC)c(O)c(OC)c1,tensor([6.4500])
CCCCCCCCC(=O)NCc1cc(OC)c(O)c(C(C)=O)c1,tensor([4.9800])
CCCCCCCCC(=O)NCc1cc(OC)c(O)cc1C=CC(=O)OC,tensor([5.4100])
C=C(C)C12CC(C)C3(OCc4ccccc4)C(C=C(COC(=O)Cc4cc(I)c(O)c(OC)c4)CC4(O)C(=O)C(C)=CC43)C1OCO2,tensor([9.4000])
CCCCCCCCC(=O)NCc1cc(Cl)c(O)c(OC)c1,tensor([6.2000])
CCCN(c1ccc(C(=O)Nc2cnc3ccccc3c2)cc1)C1CCCCC1,tensor([5.])
CCCCc1ccc(C(=O)Nc2cccc3cnccc23)cc1,tensor([5.6200])
O=C(Nc1cnc2ccccc2c1)c1ccc(NC2CCCCC2)cc1,tensor([5.])
CN(CC1CCCCC1)c1ccc(C(=O)Nc2cnc3ccccc3c2)cc1,tensor([6.7700])
CN(c1ccc(C(=O)Nc2cnc3ccccc3c2)cc1)C1CCCCC1,tensor([7.6600])
CCCCc1ccc(C(=O)Nc2cccc3ccc(O)cc23)cc1,tensor([7.3800])
CCCCN(C)c1ccc(C(=O)Nc2cnc3ccccc3c2)cc1,tensor([7.1800])
CCCCCCCCN(C)c1ccc(C(=O)Nc2cnc3ccccc3c2)cc1,tensor([6.7200])
CCCCc1ccc(C(=O)Nc2cnc3ccccc3c2)cc1,tensor([6.6400])
CCCN(C)c1ccc(C(=O)Nc2cnc3ccccc3c2)cc1,tensor([6.4100])
CCCCCCCN(C)c1ccc(C(=O)Nc2cnc3ccccc3c2)cc1,tensor([6.9200])
CCCCCCN(C)c1ccc(C(=O)Nc2cnc3ccccc3c2)cc1,tensor([7.0700])
CC(C)(C)c1ccc(C(=O)Nc2cnc3ccccc3c2)cc1,tensor([7.3900])
CCCCCCc1ccc(C(=O)Nc2cnc3ccccc3c2)cc1,tensor([6.8200])
CCCc1ccc(C(=O)Nc2cnc3ccccc3c2)cc1,tensor([6.8900])
CC(C)CN1CCN(c2nc3c(c(Nc4ccc(C(F)(F)F)cc4)n2)CCN(c2ncccc2C(F)(F)F)CC3)CC1,tensor([7.1700])
O=C(CCCCCCCc1ccccc1)N1CCc2c([nH]c3ccc(O)cc23)C1,tensor([5.0200])
CC1c2[nH]c3ccc(O)cc3c2CCN1C(=O)Nc1ccc(C(F)(F)F)cc1,tensor([6.5100])
O=C(Nc1ccc(-c2ccccc2)cc1)N1CCc2c([nH]c3ccc(O)cc23)C1,tensor([6.8500])
O=C(Oc1cccc(-c2ccccc2)c1)N1CCc2c([nH]c3ccc(O)cc23)C1,tensor([5.0200])
CCCCCc1cccc(OC(=O)N2CCc3c([nH]c4ccc(O)cc34)C2)c1,tensor([5.2900])
O=C(Nc1ccc(C(F)(F)F)cc1)N1CCc2c([nH]c3ccc(O)cc23)C1,tensor([6.4800])
