smiles,pchembl_value
COCCCN(C(=O)NCc1ccc(C(=O)NO)cc1)c1ccccc1,tensor([7.2200])
COc1ccccc1NC(=O)NCc1ccc(C(=O)NO)cc1,tensor([6.8600])
O=C(NO)c1ccc(CN(CCc2ccccc2)C(=O)Nc2ccccc2)cc1,tensor([7.8500])
CCCCN(C(=O)NCc1ccc(C(=O)NO)cc1)c1ccccc1,tensor([7.6000])
COc1ccccc1NC(=O)N(CCCO)Cc1ccc(C(=O)NO)cc1,tensor([8.6200])
COCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccccc1,tensor([7.9300])
CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccccc1,tensor([8.3000])
CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,tensor([7.8200])
COc1ccccc1NC(=O)N(CCc1c[nH]c2ccccc12)Cc1ccc(C(=O)NO)cc1,tensor([6.3300])
CCN(C(=O)NCc1ccc(C(=O)NO)cc1)c1ccccc1,tensor([7.3900])
COc1ccccc1NC(=O)N(CCCN(C)C)Cc1ccc(C(=O)NO)cc1,tensor([6.3400])
O=C(CCCCCCC(=O)Nc1ccc(-c2ccccc2NC(=O)C2CCCN2)cc1)NO,tensor([7.8000])
CCc1nc2ccc(Cc3ccc(C(=O)NO)cc3)cc2c(=O)n1CCc1ccccc1,tensor([7.9600])
CCc1nc2cc(Cl)c(C=CC(=O)NO)cc2c(=O)n1CCc1ccccc1,tensor([6.1300])
Cc1nc2cccc(C=CC(=O)NO)c2c(=O)n1-c1ccccc1,tensor([5.7200])
CC(C)c1nc2cc(C=CC(=O)NO)ccc2c(=O)n1CCc1ccccc1,tensor([7.8900])
CCc1nc2cc(C=CC(=O)NO)ccc2c(=O)n1CCc1ccc(OC)cc1,tensor([7.3900])
O=C(C=Cc1ccc2c(=O)n(CCc3ccccc3)cnc2c1)NO,tensor([7.4600])
CCc1nc2cc(C=CC(=O)NO)ccc2c(=O)n1CCCc1ccccc1,tensor([7.4800])
Cc1nc2cc(C=CC(=O)NO)ccc2c(=O)n1-c1ccccc1,tensor([7.0600])
Cc1nc2ccc(C=CC(=O)NO)cc2c(=O)n1-c1ccccc1,tensor([7.5000])
CCc1nc2cc(C=CC(=O)NO)ccc2c(=O)n1CCc1ccc(F)cc1,tensor([7.3700])
CCc1nc2cc(Cc3ccc(C(=O)NO)cc3)ccc2c(=O)n1CCc1ccccc1,tensor([8.0500])
Cc1nc2c(C=CC(=O)NO)cccc2c(=O)n1-c1ccccc1,tensor([6.1600])
Cc1nc2cc(C=CC(=O)NO)ccc2c(=O)n1CCc1c[nH]c2ccccc12,tensor([7.8200])
CCc1nc2c(Cc3ccc(C(=O)NO)cc3)cccc2c(=O)n1CCc1ccccc1,tensor([7.1000])
Cc1nc2cc(C=CC(=O)NO)ccc2c(=O)n1CCc1ccccc1,tensor([7.5400])
Cc1nc2cc(C=CC(=O)NO)ccc2c(=O)n1Cc1ccccc1,tensor([7.6200])
CCc1nc2cc(C=CC(=O)NO)c(F)cc2c(=O)n1CCc1ccccc1,tensor([7.8500])
CCc1nc2cc(F)c(C=CC(=O)NO)cc2c(=O)n1CCc1ccccc1,tensor([8.1000])
CN1c2ccc(NCc3ccc(-c4noc(CCCCCCC(=O)NO)n4)cc3)cc2C(=O)N2CCc3c([nH]c4ccc(O)cc34)C21,tensor([7.8900])
O=C(CCCCCCNC(=O)Cn1cnc2c(Nc3ccccc3)nc(Nc3ccccc3)nc21)NO,tensor([8.7400])
O=C(CCCCCNC(=O)Cn1cnc2c(Nc3ccccc3)nc(Nc3ccccc3)nc21)NO,tensor([8.4200])
COCCCNC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,tensor([5.2400])
N#Cc1cc(NC(=O)c2ccc(-c3noc(C(F)(F)F)n3)cc2)ccn1,tensor([5.2100])
O=C(c1ccc(-c2noc(C(F)(F)F)n2)cc1)N1CCCC1,tensor([5.2200])
O=S(=O)(Nc1ccccc1Cl)c1ccc(-c2noc(C(F)(F)F)n2)cc1,tensor([6.1100])
O=C(NCc1ccc(CN2CCOCC2)cc1)c1ccc(-c2noc(C(F)(F)F)n2)cc1,tensor([5.2400])
CC(C)(C)OC(=O)N1CCC(NC(=O)c2ccc(-c3noc(C(F)(F)F)n3)cc2)C1,tensor([5.2400])
Cc1ccc(NS(=O)(=O)c2ccc(-c3noc(C(F)(F)F)n3)cc2)cc1,tensor([6.1300])
O=C(Nc1ccnc(C(F)(F)F)c1)c1ccc(-c2noc(C(F)(F)F)n2)cc1,tensor([5.0700])
