smiles,pchembl_value
CC(=O)N(C)c1ccc(S(=O)(=O)Nc2nc(C)c(C)o2)cc1,4.0
O=S(=O)(Nc1nc(-c2ccc(-c3ccccc3)cc2)co1)c1ccccc1,5.64
O=C(CS(=O)(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,6.72
O=S(=O)(Nc1nc(-c2ccccc2)co1)c1ccccc1,4.64
Cc1coc(NS(=O)(=O)c2cccc(Cl)c2C)n1,4.23
CCN(CC)C(=O)Cc1csc(NS(=O)(=O)c2cccc(Cl)c2C)n1,5.82
CCOC(=O)C1C2CCC(NC(=O)C(C)(C)Oc3ccc(Cl)cc3)CCC21,6.23
CC(C)(Oc1ccc(Cl)cc1)C(=O)NC1CCCC(C#N)CCC1,7.27
CC(C)(C(=O)NC1CCCC(C#N)CCC1)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,7.18
CC(C)(C(=O)NC1C2CCC1CC(C(=O)O)C2)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,7.01
CC(C)(C(=O)NC1CCC2C(CC1)C2C(N)=O)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,7.62
CC(C)(Oc1ccc(Cl)cc1)C(=O)NC1C2CC3CC1CC(O)(C2)O3,7.82
CC(C)(Oc1ccc(Cl)cc1)C(=O)NC12CCC(C(N)=O)(CC1)CC2,7.89
CC(C)(Oc1ccc(C#N)cn1)C(=O)NC1C2CCCC1CC(C(N)=O)C2,7.96
CC(C)(C(=O)NC12CCC(C(N)=O)(CC1)CC2)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,7.64
CC(C)(C(=O)NC1C2CCCC1CC(C(=O)O)C2)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,7.36
CC(C)(Oc1ccc(Cl)cc1)C(=O)NC1C2CC3CC1CC(CC(=O)O)(C3)C2,7.35
CC(C)(Oc1ccc(Cl)cc1)C(=O)NC1C2CC3CC1CC(c1ccno1)(C3)C2,6.98
CC(C)(Oc1ccc(Cl)cc1)C(=O)NC1C2CC3CC1CC(c1nc(C#N)c(N)o1)(C3)C2,6.84
