smiles,pchembl_value
C=C(C)C12CC(C)C34OC(Cc5ccccc5)(OC1C3C=C(COC(=O)Cc1ccc(O)c(OC)c1I)CC1(O)C(=O)C(C)=CC14)O2,7.57
CC(C=CC=C(C)C=CC1=CCCCC1(C)C)=CC=O,4.76
CCCCCCCCC(=O)NCc1cc(OC)c(O)cc1Cl,7.3
CCCCCCCCC(=O)NCc1cc(OC)c(O)cc1Br,7.79
C=Cc1cc(CNC(=O)CCCCCCCC)cc(OC)c1O,6.41
C#Cc1cc(CNC(=O)CCCCCCCC)cc(OC)c1O,5.56
CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1I,5.47
CCCCCCCCC(=O)N1Cc2ccc(O)c(OC)c2NC1=O,5.47
CCCCCC=CCC=CCC=CCC=CCCCC=O,7.29
CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1[N+](=O)[O-],4.96
CCCCCCCCC(=O)NCc1cc(OC)c(O)cc1I,8.0
CCCCCCCCC=CCCCCCCCC=O,7.46
CCCCCCCCC(=O)NCc1cc(Br)c(O)c(OC)c1,6.6
C=C(C)C12CC(C)C3(OCc4ccccc4)C(C=C(COC(=O)Cc4cc(I)c(O)c(OC)c4)CC4(O)C(=O)C(C)=CC43)C1OCO2,9.4
Oc1cc2c(cc1O)CN(C(=S)NCCc1ccc(Cl)cc1)CCC2,7.25
CCCCCCCCC(=O)NCc1cc(OC)c(O)cc1C=CC(=O)OC,5.41
CCCCCCCCC(=O)NCc1cc(OC)c(O)c(C(C)=O)c1,4.98
Cc1cc2nc(N3CCN(c4ncccc4Cl)CC3C)[nH]c2cc1C,6.95
CC1CN(c2ncccc2C(F)(F)F)CCN1c1nc2ccc(C(C)(C)C)cc2[nH]1,7.49
Cc1cccnc1N1CCN(c2nc3ccc(C(C)(C)C)cc3[nH]2)C(C)C1,7.15
CC(C)(C)c1ccc2[nH]c(N3CCN(c4ncccc4Cl)CC3)nc2c1,6.87
CC1CN(c2ncccc2Cl)CCN1c1nc2ccc(C(C)(C)C)cc2[nH]1,7.04
CC1CN(c2nsnc2Cl)CCN1c1nc2cc(C(C)(C)C)ccc2[nH]1,6.11
CC1CN(c2ncccc2Cl)CCN1c1nc2cc(C(C)(C)C)ccc2o1,6.52
