smiles,pchembl_value
O=C(O)Cc1cccc(CCCC2(O)CCN(CC3CN(CC4CCCCC4)CC3c3ccccc3)CC2)c1,tensor([8.2200])
OC1(CCCc2ccc(Cc3nnn[nH]3)cc2)CCN(CC2CN(CC3CCCCC3)CC2c2ccccc2)CC1,tensor([9.])
C[n+]1n[nH]c(-c2ccc(CCCC3(O)CCN(CC4CN(CC5CCCCC5)CC4c4ccccc4)CC3)cc2)n1,tensor([9.4000])
O=C(O)c1cccc(CCCC2(O)CCN(CC3CN(CC4CCCCC4)CC3c3ccccc3)CC2)c1,tensor([8.5200])
O=C(O)c1ccc(CCCC2(O)CCN(CC3CN(CC4CCCCC4)CC3c3ccccc3)CC2)cc1,tensor([8.])
Cn1nnnc1-c1ccc(CCCC2(O)CCN(CC3CN(CC4CCCCC4)CC3c3ccccc3)CC2)cc1,tensor([9.7000])
C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(CC2CN(C(=O)c3ccccc3Cl)CC2c2ccccc2)CC1,tensor([9.1000])
O=C(O)CCc1ccc(CCCC2(O)CCN(CC3CN(CC4CCCCC4)CC3c3ccccc3)CC2)cc1,tensor([8.7000])
O=S1(=O)CC2(CCN(CC3CN(S(=O)(=O)c4ccccc4)CC3c3ccccc3)CC2)c2ccccc21,tensor([7.3100])
O=C(O)C(C1CCCCC1)N1CC(CN2CCC(c3cc(-c4ccc(Cl)cc4)[nH]n3)CC2)C(c2cccc(F)c2)C1,tensor([8.4000])
N#Cc1ccc(-c2cc(C3CCN(CC4CN(C(C(=O)O)C5CCCCC5)CC4c4ccccc4)CC3)n[nH]2)cc1,tensor([8.1200])
CCn1nc(CCc2ccccc2)cc1C1CCN(CC2CN(C(C(=O)O)C3CCCCC3)CC2c2cccc(F)c2)CC1,tensor([8.6600])
O=C(O)C(C1CCCCC1)N1CC(CN2CCC(CCCc3ccccc3)CC2)C(c2ccccc2)C1,tensor([9.7000])
Cn1cc(CCc2ccccc2)c(C2CCN(CC3CN(C(C(=O)O)C4CCCCC4)CC3c3ccccc3)CC2)n1,tensor([7.6400])
O=C(O)C(C1CCCCC1)N1CC(CN2CCC(c3cc(-c4ccc(Cl)cc4Cl)[nH]n3)CC2)C(c2cccc(F)c2)C1,tensor([8.0500])
COc1ccc(-c2cc(C3CCN(CC4CN(C(C(=O)O)C5CCCCC5)CC4c4cccc(F)c4)CC3)[nH]n2)cc1,tensor([7.9200])
CCCn1cc(CCc2ccccc2)c(C2CCN(CC3CN(C(C(=O)O)C4CCCCC4)CC3c3ccccc3)CC2)n1,tensor([8.0500])
CCn1nc(-c2cccc3ccccc23)cc1C1CCN(CC2CN(C(C(=O)O)C3CCCCC3)CC2c2cccc(F)c2)CC1,tensor([7.8000])
CCn1nc(Cc2ccccc2)cc1C1CCN(CC2CN(C(C(=O)O)C3CCC3)CC2c2ccccc2)CC1,tensor([8.8000])
CCn1nc(Cc2ccccc2)cc1C1CCN(CC2CN(C(C)(C(=O)O)C(C)C)CC2c2cccc(F)c2)CC1,tensor([8.8000])
CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccccc4)nn3CC)CC2)C(c2cccc(F)c2)C1,tensor([9.1000])
CCn1nc(Cc2ccccc2)cc1C1CCN(CC2CN(C(C(=O)O)C(C)C)CC2c2cccc(F)c2)CC1,tensor([8.8200])
CCn1nc(Cc2ccccc2)cc1C1CCN(CC2CN(C(C(=O)O)C(C)(C)C)CC2c2cccc(F)c2)CC1,tensor([9.1000])
CCn1nc(Cc2ccccc2)cc1C1CCN(CC2CN(C(C(=O)O)C3CCCCC3)CC2c2ccccc2)CC1,tensor([8.9200])
CCn1nc(Cc2ccccc2)cc1C1CCN(CC2CN(C(CC3CC3)C(=O)O)CC2c2cccc(F)c2)CC1,tensor([8.9200])
CCC(CC)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccccc4)nn3CC)CC2)C(c2cccc(F)c2)C1,tensor([9.0500])
CCn1nc(Cc2ccccc2)cc1C1CCN(CC2CN(C(C(=O)O)C3CCCCC3)CC2c2cccc(F)c2)CC1,tensor([8.8000])
CCn1nc(Cc2ccccc2)cc1C1CCN(CC2CN(C(CC3CCC3)C(=O)O)CC2c2cccc(F)c2)CC1,tensor([8.9200])
CCCN(c1ccccn1)C1CCN(CC2CN(C(=O)C3CCC3)CC2c2ccccc2)CC1,tensor([6.5200])
CCCN(c1ccncn1)C1CCN(CC2CN(C(CC3CCC3)C(=O)O)CC2c2cccc(F)c2)CC1,tensor([7.4800])
CCCN(c1ncc(F)cn1)C1CCN(CC2CN(C(CC3CCC3)C(=O)O)CC2c2cccc(F)c2)CC1,tensor([7.4800])
O=C(O)C(CC1CCC1)N1CC(CN2CCC(N(CC3CC3)c3ncccn3)CC2)C(c2cccc(F)c2)C1,tensor([7.9600])
CCCN(c1cccnc1)C1CCN(CC2CN(C(C(=O)O)C3CCCCC3)CC2c2ccccc2)CC1,tensor([7.4800])
C=CCN(c1cccnc1)C1CCN(CC2CN(C(=O)C3CCCCC3)CC2c2ccccc2)CC1,tensor([7.9200])
CCCN(c1nccc(C(F)(F)F)n1)C1CCN(CC2CN(C(CC3CCC3)C(=O)O)CC2c2cccc(F)c2)CC1,tensor([6.3500])
C=CCN(c1ccccn1)C1CCN(CC2CN(C(=O)C3CCCCC3)CC2c2ccccc2)CC1,tensor([7.9600])
