smiles,5b0fe37d404cd3c110d464704646dcec,6985506761917809febe084969c70970,78d09c9bdd2584d3854a898d227d641f,7f73c5dd89b7b6d8ca56c162eee39ae0,80121ad0b332d2951073b235cff9295a,950edee628a799c6d21b79616a3c2922,9a0ea9c5d064d5578aba12a00c1e51d1,aab458b586520ad6a82e21e396e745fa,bad90b07d56cc0ca29bb651c9160b9b0,bf615fc2b04369c84661b7e8b940d315,c6eb716f36a79621c8c73c735dd764f1,d62f83c65c8c21dd22a256b2416ca03e,e9c2864c47513aa932c3110622f0fca2
CC(C)CC1(N2CCN(C(=O)C(Cc3ccc(Cl)cc3)NC(=O)CC3NCc4ccccc43)CC2)CCN(S(C)(=O)=O)CC1,0.0,0.0,0.0,0.0,0.0,7.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CC1(N2CCN(C(=O)C(Cc3ccc(Cl)cc3)NC(=O)CC3NCc4ccccc43)CC2)CCOCC1,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CC1(N2CCN(C(=O)C(Cc3ccc(Cl)cc3)NC(=O)CC3NCc4ccccc43)CC2)CCS(=O)(=O)CC1,0.0,0.0,0.0,0.0,0.0,7.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CC1(N2CCN(C(=O)C(Cc3ccc(Cl)cc3)NC(=O)CC3NCc4ccccc43)CC2)CCSCC1,0.0,0.0,0.0,0.0,0.0,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CC1NC(=O)CNC(=O)C(CC(N)=O)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)O)NC(=O)C2CSSCC3NC(=O)C(C(C)O)NC(=O)CNC(=O)CNC(=O)C(C(C)C)NC(=O)C4CSSCC(NC(=O)C(C(C)O)NC(=O)C(CSSCC(NC(=O)C(C(C)C)NC(=O)C5CCCN5C1=O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(C(C)O)C(=O)N4)NC(=O)CNC(=O)C1CCCN1C(=O)C(C(C)O)NC(=O)C(CC(N)=O)NC3=O)C(=O)NC(CO)C(=O)NC(Cc1c[nH]c3ccccc13)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)N2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.54,0.0,0.0
CC(C)CCN(CCC(C)C)C(=O)c1ccc2nc(-c3c[nH]c4ccccc34)n(CCCN3CCCCC3)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,8.15,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CCN(CCC(C)C)C(=O)c1ccc2nc(-c3cc4ccccc4s3)n(CCCN3CCCCC3)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,8.54,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CCN(CCC(C)C)C(=O)c1ccc2nc(-c3cn(C)c4ccccc34)n(CCCN3CCCCC3)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,8.49,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CCN(CCC(C)C)C(=O)c1ccc2nc(NCc3ccccc3)n(CCCN3CCCCC3)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,7.76,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CCN(CCC(C)C)C(=O)c1ccc2nc(Nc3ccc(-c4ccccc4)cc3)n(CCCN3CCCCC3)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,8.28,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CCN(CCC(C)C)C(=O)c1ccc2nc(Nc3ccc(Br)cc3)n(CCCN3CCCCC3)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,8.12,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CCN(CCC(C)C)C(=O)c1ccc2nc(Nc3ccc(C(=O)c4ccccc4)cc3)n(CCCN3CCCCC3)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,8.77,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CCN(CCC(C)C)C(=O)c1ccc2nc(Nc3ccc(C(N)=O)cc3)n(CCCN3CCCCC3)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,8.19,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CCN(CCC(C)C)C(=O)c1ccc2nc(Nc3ccc(Cl)cc3)n(CCCN3CCCCC3)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,8.06,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CCN(CCC(C)C)C(=O)c1ccc2nc(Nc3ccc(F)cc3)n(CCCN3CCCCC3)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,8.08,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CCN(CCC(C)C)C(=O)c1ccc2nc(Nc3ccc(N4CCCCC4)cc3)n(CCCN3CCCCC3)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,8.01,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CCN(CCC(C)C)C(=O)c1ccc2nc(Nc3ccc(Oc4ccccc4)cc3)n(CCCN3CCCCC3)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,8.69,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CCN(CCC(C)C)C(=O)c1ccc2nc(Nc3ccc([N+](=O)[O-])cc3)n(CCCN3CCCCC3)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,8.67,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CCN(CCC(C)C)C(=O)c1ccc2nc(Nc3cccc4[nH]ccc34)n(CCCN3CCCCC3)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CCN(CCC(C)C)C(=O)c1ccc2nc(Nc3ccccc3)n(CCCN3CCCCC3)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,8.14,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CCN(CCC(C)C)C(=O)c1ccc2nc(Nc3cccnc3)n(CCCN3CCCCC3)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,8.38,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CCN(CCC(C)C)C(=O)c1ccc2nc(Nc3ccsc3)n(CCCN3CCCCC3)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,7.48,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CN(Cc1ccccc1N1CCN(C(=O)C2CN(C(C)C)CC2c2ccc(Cl)cc2)CC1)C(=O)CCN,0.0,0.0,0.0,0.0,0.0,6.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CN(Cc1ccccc1N1CCN(C(=O)C2CN(C(C)C)CC2c2ccc(Cl)cc2)CC1)CC(C)C,0.0,0.0,0.0,0.0,0.0,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CN(Cc1ccncc1)CC1(N2CCN(C(=O)C3CN(C(C)C)CC3c3ccc(Cl)cc3)CC2)CCCCC1,0.0,0.0,0.0,0.0,0.0,5.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CN1CC(C(=O)N2CCN(c3c(F)cccc3C(N)C(C)C)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,7.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CNC(Cc1ccc(Cl)cc1Cl)C(=O)N1CCN(c2ccccc2CNCCc2cccs2)CC1,0.0,0.0,0.0,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CNCC1(N2CCN(C(=O)C(Cc3ccc(Cl)cc3Cl)NC(=O)CCN)CC2)CCCCC1,0.0,0.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CNCc1ccccc1N1CCN(C(=O)C2CN(C(C)C)CC2c2ccc(Cl)cc2)CC1,0.0,0.0,0.0,0.0,0.0,6.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)COC(=O)NC(Cc1ccc(Cl)cc1)C(=O)N1CCN(C2(CNC(=O)Cc3ccccc3)CCCCC2)CC1,0.0,0.0,0.0,0.0,0.0,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)COCCCNC(C)c1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C2Cc3ccccc3CN2)CC1,0.0,0.0,0.0,0.0,0.0,7.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)COCCCNCc1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C2Cc3ccccc3CN2)CC1,0.0,0.0,0.0,0.0,0.0,6.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CC(C)C(O)(c3ccccc3)C(C)C2)C(c2ccc(F)cc2F)C1,6.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CN(C)Cc4ccncc4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CN)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,5.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNC(=O)Cc4ccccc4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCC4CCCCC4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCCc4ccccn4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4c[nH]cn4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4cc5ccccc5n4C)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,5.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4ccc(C(F)(F)F)cc4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4ccc(Cl)cc4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4ccc(F)cc4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,7.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4ccc(F)cc4F)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,7.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4ccc(N(C)C)cc4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,7.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4ccc([N+](=O)[O-])cc4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,7.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4ccc5c(c4)OCO5)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,8.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4cccc(F)c4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,7.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4ccccc4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,7.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4ccccc4C(F)(F)F)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4ccccc4Cl)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4ccccc4F)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,7.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4ccccc4OC(F)(F)F)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4ccccn4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,7.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4cccnc4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,7.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4ccco4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,7.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4cccs4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,7.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4ccncc4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,7.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4ccoc4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,7.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4ccsc4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,7.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4cncnc4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4ncc[nH]4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4nccn4C)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4nccs4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNS(=O)(=O)Cc4ccccc4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(C3(CNS(=O)(=O)c4ccccc4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(c3ccccc3C#N)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(c3ccccc3C=O)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,5.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(c3ccccc3CC3CCNCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(c3ccccc3CN(C)C)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,5.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(c3ccccc3CN(C)C3CNC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(c3ccccc3CN)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(c3ccccc3CN3CCC(N)CC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,7.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(c3ccccc3CN3CCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(c3ccccc3CN3CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(c3ccccc3CN3CCN(C)CC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(c3ccccc3CN3CCNCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(c3ccccc3CNC3CNC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(c3ccccc3CNCCN)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(c3ccccc3CNS(C)(=O)=O)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(c3ccccc3CNc3ccccc3N)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(c3ccccc3CNc3cccnc3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(c3ccccc3Cn3cccn3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(c3ccccc3Cn3ccnc3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(c3ccccc3Cn3ccnn3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(c3ccccc3Cn3cncn3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1CC(C(=O)N2CCN(c3ccccc3Cn3cnnc3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)NC(=O)NC(Cc1ccc(Cl)cc1Cl)C(=O)N1CCN(c2ccccc2CNCCc2cccs2)CC1,0.0,0.0,0.0,0.0,0.0,8.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)NC(=O)NCc1cccnc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2Cl)NC(=O)CCN)CC1,0.0,0.0,0.0,0.0,0.0,5.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)OC(=O)NC(Cc1ccc(Cl)cc1Cl)C(=O)N1CCN(c2ccccc2CNCCc2cccs2)CC1,0.0,0.0,0.0,0.0,0.0,8.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)Oc1ccc(CNCC2(N3CCN(C(=O)C4CN(C(C)C)CC4c4ccc(Cl)cc4)CC3)CCCCC2)cc1,0.0,0.0,0.0,0.0,0.0,8.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)S(=O)(=O)N1CCc2cccc(N3CCN(C(=O)C(Cc4ccc(Cl)cc4)NC(=O)C4Cc5ccccc5CN4)CC3)c2C1,0.0,0.0,0.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(CO)NCc1cccnc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2Cl)NC(=O)CCN)CC1C,0.0,0.0,0.0,0.0,0.0,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2c(F)cccc2C(N)C(C)C)CC1,0.0,0.0,0.0,0.0,0.0,7.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2c(F)cccc2C(NC(=O)CCN(C)C)C(C)C)CC1,0.0,0.0,0.0,0.0,0.0,8.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ccc(Cl)cc2C(N)C(C)C)CC1,0.0,0.0,0.0,0.0,0.0,6.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ccc(Cl)cc2C(NC(=O)C2CN(C)C2)C(C)C)CC1,0.0,0.0,0.0,0.0,0.0,8.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ccc(Cl)cc2C(NC(=O)CCN(C)C)C(C)C)CC1,0.0,0.0,0.0,0.0,0.0,8.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ccccc2C(N)C(C)C)CC1,0.0,0.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(Cc1ccc(Cl)cc1Cl)C(=O)N1CCN(c2c(F)cccc2C(N)C(C)C)CC1,0.0,0.0,0.0,0.0,0.0,7.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(Cc1ccc(Cl)cc1Cl)C(=O)N1CCN(c2ccc(C(F)(F)F)cc2C(N)C(C)C)CC1,0.0,0.0,0.0,0.0,0.0,7.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(Cc1ccccc1)CN(CCCCCCN)C(=O)c1cc2cc(O)ccc2[nH]1,0.0,0.0,0.0,0.0,5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(N)C(=O)N1CC(C(=O)N2CCN(C3(CNCc4ccccc4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0.0,0.0,0.0,0.0,0.0,6.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(N)C(=O)NC(c1cccc(F)c1N1CCN(C(=O)C2CN(C(C)C)CC2c2ccc(Cl)cc2)CC1)C(C)C,0.0,0.0,0.0,0.0,0.0,8.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(N)c1cc(C(F)(F)F)ccc1N1CCN(C(=O)CCc2ccc(Cl)cc2Cl)CC1,0.0,0.0,0.0,6.31,0.0,6.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(NC1CC1)c1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C2Cc3ccccc3CN2)CC1,0.0,0.0,0.0,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(NC1CCC(N)CC1)c1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C2Cc3ccccc3CN2)CC1,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(NC1CCCCC1N)c1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C2Cc3ccccc3CN2)CC1,0.0,0.0,0.0,0.0,0.0,7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(NC1CCCCC1N)c1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)CCN)CC1,0.0,0.0,0.0,0.0,0.0,6.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(NC1CCCNC1)c1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C(N)C2CCc3ccccc32)CC1,0.0,0.0,0.0,0.0,0.0,6.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(NC1CCCNC1)c1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C(N)Cc2ccccc2)CC1,0.0,0.0,0.0,0.0,0.0,7.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(NC1CCCNC1)c1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C(N)Cc2ccccn2)CC1,0.0,0.0,0.0,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(NC1CCCNC1)c1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C(N)c2ccccc2)CC1,0.0,0.0,0.0,0.0,0.0,7.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
