smiles,00a2afcaf74127670fee80a7ab6abfce,095fb41a59ca6f9f7711a6343b066366,3c201c7b515ba38b493832d7d6ce9bd5,7f73c5dd89b7b6d8ca56c162eee39ae0,80121ad0b332d2951073b235cff9295a,aab458b586520ad6a82e21e396e745fa,ad44e8c3c329d29118132e14ebb7d57f,c6eb716f36a79621c8c73c735dd764f1,d410a79829f7b5969e91eeb2e7aa14d8,ef3b4627f9961bac2d0298e9d8390ece
CCN(C)C(=O)Oc1ccc(C=CC(=O)N2CCC(Cc3ccccc3)CC2)cc1OC,0.0,0.0,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.0
CCN(C)C(=O)Oc1ccc(C=CC(=O)N2CCCCC2)cc1OC,0.0,0.0,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0
CCN(C)C(=O)Oc1ccc(C=CC(=O)N2CCN(Cc3ccccc3)CC2)cc1,0.0,0.0,0.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0
CCN(C)C(=O)Oc1ccc(C=CC(=O)N2CCc3ccccc3C2)cc1,0.0,0.0,0.0,5.08,0.0,0.0,0.0,0.0,0.0,0.0
CCN(C)C(=O)Oc1ccc(C=CC(=O)N2CCc3ccccc3C2)cc1OC,0.0,0.0,0.0,5.28,0.0,0.0,0.0,0.0,0.0,0.0
CCN(C)C(=O)Oc1cccc(C=CC(=O)c2ccccc2O)c1,0.0,0.0,0.0,5.89,0.0,0.0,0.0,5.89,0.0,0.0
CCN(C)C(=O)Oc1cccc(C=CC(=O)c2ccccc2OC(=O)N(C)CC)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43,0.0,0.0
CCN(C)c1ccc(C=C2Cc3cc(O)c(O)cc3C2=O)cc1,0.0,0.0,0.0,4.97,0.0,0.0,0.0,0.0,0.0,0.0
CCN(C)c1ccc(C=C2Cc3cc(OC)c(O)cc3C2=O)cc1,0.0,0.0,0.0,4.54,0.0,0.0,0.0,0.0,0.0,0.0
CCN(C)c1ccc(C=C2Oc3cc(O)cc(O)c3C2=O)cc1,0.0,0.0,0.0,6.09,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)C(=O)C=Cc1ccc(OC(=O)N(C)C)c(OC)c1,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)C(=O)Oc1ccc(C(=O)C=Cc2ccc(N(C)C)cc2)c(O)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46,0.0,0.0
CCN(CC)C(=O)Oc1ccc(C=CC(=O)N2CCC(Cc3ccccc3)CC2)cc1OC,0.0,0.0,0.0,5.29,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)C(=O)Oc1ccc(C=CC(=O)N2CCN(Cc3ccccc3)CC2)cc1OC,0.0,0.0,0.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)C(=O)Oc1ccc(C=CC(=O)N2CCc3ccccc3C2)cc1OC,0.0,0.0,0.0,5.18,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)C(=O)Oc1cccc(C=CC(=O)c2ccccc2O)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,0.0,0.0
CCN(CC)C(=O)Oc1cccc(C=CC(=O)c2ccccc2OC(=O)N(CC)CC)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48,0.0,0.0
CCN(CC)CCC(=O)c1cc2ccc(O)cc2oc1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,0.0,0.0
CCN(CC)CCCCCCOc1ccc(C(C)=O)c(O)c1,0.0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)CCCCCCOc1ccc(C=C2COc3ccccc3C2=O)cc1,0.0,0.0,0.0,5.54,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)CCCCCCOc1ccc(C=CC(=O)c2ccc(OCCCCCCN(CC)CC)cc2O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0
CCN(CC)CCCCCCOc1ccc(C=Cc2cc(OC)cc(OC)c2)cc1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)CCCCCCOc1ccc2c(c1)NC(=O)CC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07,0.0,0.0
CCN(CC)CCCCCOc1ccc2c(c1)NC(=O)CC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07,0.0,0.0
CCN(CC)CCCCOc1ccc(C(C)=O)c(O)c1,0.0,0.0,0.0,4.65,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)CCCCOc1ccc(C=C2COc3ccccc3C2=O)cc1,0.0,0.0,0.0,5.54,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)CCCCOc1ccc(C=CC(=O)c2ccc(OCCCCN(CC)CC)cc2O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18,0.0,0.0
CCN(CC)CCCCOc1ccc2c(c1)NC(=O)CC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0
CCN(CC)CCCOc1ccc(C(=O)C=Cc2ccc(N(C)C)cc2)c(O)c1,0.0,0.0,0.0,5.39,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)CCCOc1ccc(C(C)=O)c(O)c1,0.0,0.0,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)CCCOc1ccc(C=C2COc3ccccc3C2=O)cc1,0.0,0.0,0.0,6.78,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)CCCOc1ccc(C=CC(=O)c2ccc(OCCCN(CC)CC)cc2O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.82,0.0,0.0
CCN(CC)CCCOc1ccc2c(c1)NC(=O)CC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,0.0,0.0
CCN(CC)CCCOc1cccc(C=C2COc3ccccc3C2=O)c1,0.0,0.0,0.0,4.74,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)CCOC(=O)C=Cc1ccc2oc(C(=O)Nc3ccc(C)c(C)c3)cc(=O)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,0.0,0.0
CCN(CC)CCOC(=O)C=Cc1ccc2occ(C(=O)Nc3cccc(Cl)c3)c(=O)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0
CCN(CC)CCOc1ccc(C(C)=O)c(O)c1,0.0,0.0,0.0,4.93,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)CCOc1ccc(C=C2COc3ccccc3C2=O)cc1,0.0,0.0,0.0,7.42,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)CCOc1ccc(C=CC(=O)c2ccc(OCCN(CC)CC)cc2O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01,0.0,0.0
CCN(CC)CCOc1cccc(C=C2COc3ccccc3C2=O)c1,0.0,0.0,0.0,6.08,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)CCOc1ccccc1C=C1COc2ccccc2C1=O,0.0,0.0,0.0,4.36,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)Cc1ccc(C=C2COc3cc(OC)c(OC)cc3C2=O)cc1O,0.0,0.0,0.0,5.61,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)Cc1ccc(C=C2Cc3cc(OC)c(OC)cc3C2=O)cc1,0.0,0.0,0.0,6.11,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)Cc1ccc(C=C2Cc3cc(OC)ccc3C2=O)cc1,0.0,0.0,0.0,6.58,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)Cc1ccc(C=C2Cc3ccc(OC)cc3C2=O)cc1,0.0,0.0,0.0,7.04,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)Cc1ccc(C=C2Cc3ccccc3C2=O)cc1,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)Cc1ccc(C=CC(=O)c2ccc(OC)c(OC)c2)cc1O,0.0,0.0,0.0,5.92,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)S(=O)(=O)c1ccc(C2CC2N)cc1,0.0,0.0,0.0,6.05,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)S(=O)(=O)c1ccc(C2CC2NC(=O)OC(C)(C)C)cc1,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)S(=O)(=O)c1ccc(C2CC2NCc2ccccc2)cc1,0.0,0.0,0.0,6.15,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)c1ccc(C=C2Cc3cc(O)c(O)cc3C2=O)cc1,0.0,0.0,0.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)c1ccc(C=C2Cc3cc(OC)c(O)cc3C2=O)cc1,0.0,0.0,0.0,4.73,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)c1ccc(C=C2Oc3cc(O)cc(O)c3C2=O)cc1,0.0,0.0,0.0,6.48,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)c1ccc(C=CC(=O)c2ccc(OC(=O)N3CCCC3)cc2O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.17,0.0,0.0
CCN(CC)c1ccc2cc(C(=O)c3ccccc3)c(=O)oc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,0.0
CCN(CC)c1ccc2cc(C(C)=O)c(=O)oc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,0.0
CCN(CCCCCCCCCCCCOc1ccc(C(C)=O)c(O)c1)Cc1ccccc1,0.0,0.0,0.0,4.48,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCCCCCCCOc1ccc(C(C)=O)c(O)c1)Cc1ccccc1,0.0,0.0,0.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91,0.0,0.0
CCN(CCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,0.0,0.0
CCN(CCCCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccc(N(C)C)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,0.0
CCN(CCCCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48,0.0,0.0
CCN(CCCCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1N(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.05,0.0,0.0
CCN(CCCCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.34,0.0,0.0
CCN(CCCCCCOc1ccc(C(=O)C=Cc2ccc(N(C)C)cc2)c(O)c1)Cc1ccc(N(C)C)cc1,0.0,0.0,0.0,5.64,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCCCOc1ccc(C(=O)C=Cc2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1,0.0,0.0,0.0,5.68,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCCCOc1ccc(C(=O)C=Cc2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1N(C)C,0.0,0.0,0.0,5.68,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCCCOc1ccc(C(=O)C=Cc2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1OC,0.0,0.0,0.0,6.16,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCCCOc1ccc(C=Cc2cc(OC)cc(OC)c2)cc1)Cc1cccc(F)c1,0.0,0.0,0.0,4.01,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCCCOc1ccc(C=Cc2cc(OC)cc(OC)c2)cc1)Cc1ccccc1,0.0,0.0,0.0,4.23,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCCCOc1ccc2c(C)c(C)c(=O)oc2c1)Cc1ccccc1,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCCCOc1ccc2c(c1)NC(=O)CC2)Cc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77,0.0,0.0
CCN(CCCCCCn1sc2cc(OC)c(OC)cc2c1=O)Cc1ccc(N(C)C)cc1,0.0,0.0,0.0,4.91,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCCCn1sc2cc(OC)c(OC)cc2c1=O)Cc1ccccc1,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCCCn1sc2cc(OC)c(OC)cc2c1=O)Cc1ccccc1N(C)C,0.0,0.0,0.0,4.71,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCCOc1ccc(C(C)=O)c(O)c1)Cc1ccccc1,0.0,0.0,0.0,4.53,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16,0.0,0.0
CCN(CCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03,0.0,0.0
CCN(CCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccc(N(C)C)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.66,0.0,0.0
CCN(CCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57,0.0,0.0
CCN(CCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1N(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0
CCN(CCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,0.0,0.0
CCN(CCCCOc1ccc(C(=O)C=Cc2ccc(N(C)C)cc2)c(O)c1)Cc1ccc(N(C)C)cc1,0.0,0.0,0.0,5.62,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCOc1ccc(C(=O)C=Cc2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1,0.0,0.0,0.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCOc1ccc(C(=O)C=Cc2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1N(C)C,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCOc1ccc(C(=O)C=Cc2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1OC,0.0,0.0,0.0,5.96,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCOc1ccc(C(C)=O)c(O)c1)Cc1ccccc1,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCOc1ccc(C=C2COc3ccccc3C2=O)cc1)c1ccccc1,0.0,0.0,0.0,5.43,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCOc1ccc(C=CC(=O)N2CCc3ccccc3C2)cc1OC)Cc1ccccc1,0.0,0.0,0.0,5.07,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCOc1ccc(C=CC(=O)c2ccc(N(C)C)cc2O)cc1)Cc1ccccc1N(C)C,0.0,0.0,0.0,5.37,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCOc1ccc(C=CC(=O)c2ccc(N(C)C)cc2O)cc1)Cc1ccccc1OC,0.0,0.0,0.0,5.34,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCn1sc2cc(OC)c(OC)cc2c1=O)Cc1ccc(N(C)C)cc1,0.0,0.0,0.0,4.73,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCn1sc2cc(OC)c(OC)cc2c1=O)Cc1ccccc1,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCCn1sc2cc(OC)c(OC)cc2c1=O)Cc1ccccc1OC,0.0,0.0,0.0,4.71,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16,0.0,0.0
CCN(CCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,0.0,0.0
CCN(CCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccc(N(C)C)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,0.0,0.0
CCN(CCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.15,0.0,0.0
CCN(CCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1N(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43,0.0,0.0
CCN(CCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.73,0.0,0.0
CCN(CCCOc1ccc(C(=O)C=Cc2ccc(N(C)C)cc2)c(O)c1)Cc1ccc(N(C)C)cc1,0.0,0.0,0.0,4.86,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCOc1ccc(C(=O)C=Cc2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1,0.0,0.0,0.0,4.88,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCOc1ccc(C(=O)C=Cc2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1N(C)C,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCOc1ccc(C(=O)C=Cc2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1OC,0.0,0.0,0.0,4.97,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCOc1ccc(C(=O)C=Cc2ccccc2)c(O)c1)Cc1ccccc1N(C)C,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCOc1ccc(C(C)=O)c(O)c1)Cc1ccccc1,0.0,0.0,0.0,4.83,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCOc1ccc(C=C2COc3ccccc3C2=O)cc1)Cc1ccccc1,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCCOc1ccc2c(C)c(C)c(=O)oc2c1)Cc1cccc(F)c1,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0
CCN(CCN1C(=O)c2ccccc2C1=O)Cc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,0.0,0.0
CCN(CCN1C(=O)c2ccccc2C1=O)Cc1ccccc1OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16,0.0,0.0
CCN(CCOc1ccc(C(C)=O)c(O)c1)Cc1ccccc1,0.0,0.0,0.0,4.86,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CCOc1ccc(C=C2COc3ccccc3C2=O)cc1)Cc1ccccc1,0.0,0.0,0.0,5.37,0.0,0.0,0.0,0.0,0.0,0.0
CCN(Cc1ccc(C=C2COc3cc(OC)c(OC)cc3C2=O)cc1O)Cc1ccccc1N(C)C,0.0,0.0,0.0,5.87,0.0,0.0,0.0,0.0,0.0,0.0
CCN(Cc1ccc(C=C2COc3cc(OC)c(OC)cc3C2=O)cc1O)Cc1ccccc1OC,0.0,0.0,0.0,5.82,0.0,0.0,0.0,0.0,0.0,0.0
CCN(Cc1ccccc1)C(=O)C=Cc1ccc(OC(=O)N(c2ccccc2)c2ccccc2)c(OC)c1,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0
CCN(Cc1ccccc1)Cc1ccc(C=C2COc3cc(OC)c(OC)cc3C2=O)cc1O,0.0,0.0,0.0,5.76,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)C1=Cc2cc(Br)ccc2CC1=O,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)C1=Cc2cc(C)ccc2CC1=O,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)C1=Cc2cc(Cl)ccc2CC1=O,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)C1=Cc2cc([N+](=O)[O-])ccc2CC1=O,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)C1=Cc2ccccc2CC1=O,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)Cc1csc(NN=Cc2ccc3cc(OC)ccc3c2)n1,0.0,0.0,0.0,7.41,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)NNC(=O)Cn1c(=O)c(Cc2ccccc2)nc2ccccc21,0.0,0.0,0.0,7.95,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)Nc1cc2ccccc2oc1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,0.0
CCOC(=O)c1cc(=O)c2cc(Cl)ccc2o1,0.0,0.0,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)c1cc2cc(Cl)cc(Br)c2oc1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0
CCOC(=O)c1cc2cc(O)ccc2oc1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
CCOC(=O)c1cc2cc(OC)ccc2oc1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.0
CCOC(=O)c1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2[nH]1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
CCOC(=O)c1cc2ccc(N(CC)CC)cc2oc1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,0.0
CCOC(=O)c1cc2ccc(OC)cc2oc1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.0
CCOC(=O)c1cc2ccc(OC3CCCCCC3)cc2oc1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.67,0.0
CCOC(=O)c1cc2ccc(OCc3ccc(C(C)(C)C)cc3)cc2oc1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43,0.0
CCOC(=O)c1cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2oc1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.02,0.0
CCOC(=O)c1cc2ccc(OCc3cccc(Cl)c3)cc2oc1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21,0.0
CCOC(=O)c1cc2cccc(O)c2oc1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83,0.0
CCOC(=O)c1ccc(-c2cnc3c4cccnc4nn3c2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.08,0.0
CCOC(=O)c1coc2ccccc2c1=O,0.0,0.0,0.0,5.72,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)c1csc(NN=C(C)c2cccnc2)n1,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)c1csc(NN=C(C)c2ccncc2)n1,0.0,0.0,0.0,6.89,0.0,0.0,0.0,0.0,0.0,0.0
CCOC1CC(c2ccccc2)=NN1c1ccc([N+](=O)[O-])cc1,0.0,0.0,0.0,6.04,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1cc(=O)oc2cc(OCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,0.0,0.0,0.0,4.59,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1cc(=O)oc2cc(OCCNC3CCN(Cc4ccccc4)CC3)ccc12,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1ccc(C(=O)C=Cc2ccc(Br)cc2)cc1,0.0,0.0,0.0,6.68,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1ccc(C(=O)C=Cc2ccc(C(F)(F)F)cc2)cc1,0.0,0.0,0.0,6.68,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1ccc(C(=O)C=Cc2ccc(C)cc2)cc1,0.0,0.0,0.0,6.68,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1ccc(C(=O)C=Cc2ccc(CC)cc2)cc1,0.0,0.0,0.0,6.68,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1ccc(C(=O)C=Cc2ccc(Cl)cc2)cc1,0.0,0.0,0.0,6.68,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1ccc(C(=O)C=Cc2ccc(F)cc2)cc1,0.0,0.0,0.0,7.28,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1ccc(C(=O)C=Cc2ccc(N(C)C)cc2)cc1,0.0,0.0,0.0,6.68,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1ccc(C(=O)C=Cc2ccc(O)cc2)cc1,0.0,0.0,0.0,6.68,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1ccc(C(=O)C=Cc2ccc(OC)cc2)cc1,0.0,0.0,0.0,6.68,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1ccc(C(=O)C=Cc2ccc([N+](=O)[O-])cc2)cc1,0.0,0.0,0.0,6.68,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1ccc(C(=O)C=Cc2ccccc2)cc1,0.0,0.0,0.0,6.68,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1ccc(C=C2SC(=O)N(CCN)C2=O)cc1,0.0,0.0,0.0,7.09,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1ccc2cc(C(=O)C=Cc3c(C=Cc4ccc(OC)cc4)cc(OC)cc3OC)c(=O)oc2c1,0.0,0.0,0.0,4.32,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1ccc2cc(C(=O)NCCn3ccc(=O)c(O)c3C)c(=O)oc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,0.0,0.0
CCS(=O)(=O)c1ccc2oc(-c3ccc4c(c3)C=CC(O)C4O)nc2c1,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCSc1nc(-c2ccc(C)cc2)n2nc(C)cc2n1,0.0,0.0,0.0,4.61,0.0,0.0,0.0,0.0,0.0,0.0
CC[n+]1ccc2c(c1)c1ccccc1n2CCCCCCCCCn1c2ccccc2c2c[n+](CC)ccc21,0.0,0.0,0.0,5.54,0.0,0.0,0.0,0.0,0.0,0.0
CCc1c(O)c(=O)cc(C)n1CCCn1cc(COc2ccc3ccc(=O)oc3c2)nn1,0.0,0.0,0.0,6.17,0.0,0.0,0.0,0.0,0.0,0.0
CCc1c(O)c(=O)ccn1CCCn1cc(COc2cc3ccccc3oc2=O)nn1,0.0,0.0,0.0,6.07,0.0,0.0,0.0,0.0,0.0,6.07
CCc1c(O)c(=O)ccn1Cc1cc2ccc(OCc3cc(F)cc(F)c3)cc2oc1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65,0.0,0.0
