smiles,00a2afcaf74127670fee80a7ab6abfce,095fb41a59ca6f9f7711a6343b066366,3c201c7b515ba38b493832d7d6ce9bd5,7f73c5dd89b7b6d8ca56c162eee39ae0,80121ad0b332d2951073b235cff9295a,aab458b586520ad6a82e21e396e745fa,ad44e8c3c329d29118132e14ebb7d57f,c6eb716f36a79621c8c73c735dd764f1,d410a79829f7b5969e91eeb2e7aa14d8,ef3b4627f9961bac2d0298e9d8390ece
COc1ccc2c(c1)CC(=Cc1ccccc1)C2=O,0.0,0.0,0.0,8.04,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc2c(c1)OC(=Cn1ccc3ccccc31)C2=O,0.0,0.0,0.0,8.59,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc2c(c1)OC(c1ccc(C)cc1)CC2=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26,0.0
COc1ccc2c(c1)OC(c1ccc(F)cc1)CC2=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0
COc1ccc2c(c1)OC(c1ccccc1)CC2=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.83,0.0
COc1ccc2c(c1)SCC(=O)N2,0.0,0.0,0.0,4.37,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc2c(c1)c1c(n2CCCCCCCCCn2c3c(c4cc(OC)ccc42)CN(C)CC3)CCN(C)C1,0.0,0.0,0.0,5.01,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc2c(c1)c1c[n+](C)ccc1n2CCCCCCCCCn1c2ccc(OC)cc2c2c[n+](C)ccc21,0.0,0.0,0.0,5.29,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc2c(c1)c1cnccc1n2CCCCCCCCCn1c2ccncc2c2cc(OC)ccc21,0.0,0.0,0.0,6.44,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc2c(c1)cc(CNCc1ccccc1)n2C,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc2c(c1O)OCC1c3cc4c(cc3OC21)OCO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99,0.0,0.0
COc1ccc2cc(-c3c[nH]c4ccccc34)c(=O)oc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.34,0.0
COc1ccc2cc(-c3ccc(Br)nn3)c(=O)oc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.52,0.0,0.0
COc1ccc2cc(-c3ccc(Cl)nn3)c(=O)oc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72,0.0,0.0
COc1ccc2cc(-c3cccs3)c(=O)oc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.58,0.0
COc1ccc2cc(-c3ccsc3)c(=O)oc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0.0
COc1ccc2cc(C(=O)CCN(C)C)c(=O)oc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68,0.0,0.0
COc1ccc2cc(C(=O)CCN3CCCC3)c(=O)oc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,0.0,0.0
COc1ccc2cc(C(=O)CCN3CCCCC3)c(=O)oc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0
COc1ccc2cc(C(=O)CCN3CCOCC3)c(=O)oc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,0.0,0.0
COc1ccc2cc(C(=O)NCCn3ccc(=O)c(O)c3C)c(=O)oc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.06,0.0,0.0
COc1ccc2cc(C(C)=O)c(=O)oc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81,0.0
COc1ccc2cc(C=NNc3nc(-c4ccc([N+](=O)[O-])cc4)cs3)ccc2c1,0.0,0.0,0.0,7.09,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc2cc(C=NNc3nc(-c4cccc([N+](=O)[O-])c4)cs3)ccc2c1,0.0,0.0,0.0,7.34,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc2cc(Cn3ccc(=O)c(O)c3C)c(=O)oc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.04,0.0,0.0
COc1ccc2cc3[n+](cc2c1OC)CCc1cc(O)c(O)cc1-3,0.0,0.0,0.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc2ccn(-c3cc(=O)c4ccccc4o3)c2c1,0.0,0.0,0.0,6.82,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc2oc(-n3ccc4ccccc43)cc(=O)c2c1,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc2oc(=O)c(-c3ccc(Br)nn3)cc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0
COc1ccc2oc(=O)c(-c3ccc(C)cc3)cc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.82,0.0,0.0
COc1ccc2oc(=O)c(-c3ccc(Cl)nn3)cc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06,0.0,0.0
COc1ccc2oc(=O)c(-c3ccc(OC)nn3)cc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0
COc1ccc2oc(=O)c(-c3cccc(C)c3)cc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.77,0.0,0.0
COc1ccc2oc(=O)c(-c3cccs3)cc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0
COc1ccc2oc(=O)c(-c3ccsc3)cc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.63,0.0
COc1ccc2oc(=O)c(C(=O)Nc3ccc(C)cc3)cc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.71,0.0,0.0
COc1ccc2oc(=O)c(C(=O)Nc3ccc(Cl)cc3)cc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.72,0.0,0.0
COc1ccc2oc(=O)c(C(=O)Nc3cccc(C)c3)cc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33,0.0,0.0
COc1ccc2oc(=O)c(C(=O)Nc3cccc(Cl)c3)cc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.04,0.0,0.0
COc1ccc2oc(=O)c(C(=O)Nc3cccc(O)c3)cc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.64,0.0,0.0
COc1ccc2oc(=O)c(C(=O)Nc3ccccc3)cc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.22,0.0,0.0
COc1ccc2occ(C(=O)NC3CCN(Cc4ccccc4)CC3)c(=O)c2c1,0.0,0.0,0.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc2occ(C(=O)NCCC3CCN(Cc4ccccc4)CC3)c(=O)c2c1,0.0,0.0,0.0,4.95,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc2occ(C(=O)Nc3ccc(C)cc3)c(=O)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68,0.0,0.0
COc1ccc2occ(C(=O)Nc3ccc(Cl)cc3)c(=O)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.99,0.0,0.0
COc1ccc2occ(C(=O)Nc3ccc(O)cc3)c(=O)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.17,0.0,0.0
COc1ccc2occ(C(=O)Nc3cccc(C)c3)c(=O)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.66,0.0,0.0
COc1ccc2occ(C(=O)Nc3cccc(Cl)c3)c(=O)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0
COc1ccc2occ(C(=O)Nc3cccc(O)c3)c(=O)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.95,0.0,0.0
COc1ccc2occ(C(=O)Nc3ccccc3)c(=O)c2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.38,0.0,0.0
COc1ccc2occ(C=Cc3cc(OC)c(OC)c(OC)c3)c(=O)c2c1,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc2occ(C=Cc3ccc(Cl)cc3)c(=O)c2c1,0.0,0.0,0.0,7.55,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc2occ(C=Cc3ccc(F)cc3)c(=O)c2c1,0.0,0.0,0.0,7.47,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc2occ(C=Cc3ccc(N(C)C)cc3)c(=O)c2c1,0.0,0.0,0.0,6.64,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc2occ(C=Cc3ccc(O)cc3)c(=O)c2c1,0.0,0.0,0.0,6.48,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc2occ(C=Cc3ccc(OC)c(OC)c3)c(=O)c2c1,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc2occ(C=Cc3ccccc3)c(=O)c2c1,0.0,0.0,0.0,7.12,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(-c2cc3c(nn2)-c2ccccc2C3=O)c1,0.0,0.0,0.0,7.37,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(-c2cc3cc(C)ccc3oc2=O)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,9.1
COc1cccc(-c2ccc(CCN)cc2)c1,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(-c2cnc3c4cccnc4nn3c2)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0
COc1cccc(-c2csc(NN=C(C)C)n2)c1,0.0,0.0,0.0,5.29,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(-c2csc(NN=C(C)c3cc4ccccc4oc3=O)n2)c1,0.0,0.0,0.0,5.16,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(-c2csc(NN=C(C)c3cccnc3)n2)c1,0.0,0.0,0.0,8.42,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(-c2csc(NN=C(C)c3ccco3)n2)c1,0.0,0.0,0.0,5.78,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(-c2csc(NN=C(C)c3cccs3)n2)c1,0.0,0.0,0.0,6.26,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(-c2csc(NN=C(C)c3ccncc3)n2)c1,0.0,0.0,0.0,6.93,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(-c2csc(NN=C3CCC(C)C3)n2)c1,0.0,0.0,0.0,6.64,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(-c2csc(NN=C3CCC(C)CC3)n2)c1,0.0,0.0,0.0,7.45,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(-c2csc(NN=C3CCCC(C)C3)n2)c1,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(-c2csc(NN=C3CCCC3)n2)c1,0.0,0.0,0.0,5.97,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(-c2csc(NN=C3CCCC3C)n2)c1,0.0,0.0,0.0,7.57,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(-c2csc(NN=C3CCCCC3)n2)c1,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(-c2csc(NN=C3CCCCC3C)n2)c1,0.0,0.0,0.0,7.91,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(-c2csc(NN=C3CCCCCC3)n2)c1,0.0,0.0,0.0,7.53,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(-c2csc(NN=Cc3c[nH]c4ccccc34)n2)c1,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(-c2csc(NN=Cc3cccnc3)n2)c1,0.0,0.0,0.0,5.54,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(-c2csc(NN=Cc3ccco3)n2)c1,0.0,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(-c2csc(NN=Cc3cccs3)n2)c1,0.0,0.0,0.0,6.31,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(-c2csc(NN=Cc3ccncc3)n2)c1,0.0,0.0,0.0,5.94,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(-c2noc(-c3ccc(C4=NCCN4)cc3)n2)c1,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0
COc1cccc(C#CC(=O)Nc2nc3ccccc3c(=O)s2)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.36,0.0,0.0
COc1cccc(C(=O)C=Cc2ccc(ON=C(C)c3cccc4ccccc34)cc2)c1,0.0,0.0,0.0,7.38,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(C(=O)C=Cc2ccccc2)c1,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(C(=O)C=Cc2ccccc2C(F)(F)F)c1,0.0,0.0,0.0,5.67,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(C=C2COc3cc(OCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)c1,0.0,0.0,0.0,5.66,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(C=C2COc3ccccc3C2=O)c1OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.72,0.0
COc1cccc(C=C2Cc3cc(O)ccc3C2=O)c1,0.0,0.0,0.0,6.33,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(C=CC(=O)Nc2nc3ccccc3c(=O)s2)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.33,0.0,0.0
COc1cccc(C=CC(=O)c2ccc(C)o2)c1,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(C=CC(=O)c2ccc(S(C)(=O)=O)cc2)c1OC,0.0,0.0,0.0,0.0,0.0,5.71,0.0,0.0,0.0,0.0
COc1cccc(C=CC(=O)c2cccc(C(F)(F)F)c2)c1OC,0.0,0.0,0.0,0.0,0.0,5.35,0.0,0.0,0.0,0.0
COc1cccc(C=CC(=O)c2ccco2)c1,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(C=CCC(=O)Nc2nc3ccccc3c(=O)s2)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62,0.0,0.0
COc1cccc(C=Cc2cc3c(c(=O)n(C)c(=O)n3C)n2C)c1,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(C=Nc2ccc(OCc3ccccc3)cc2)c1O,0.0,0.0,0.0,5.19,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(CCC(=O)Nc2nc3ccccc3c(=O)s2)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02,0.0,0.0
COc1cccc(CCCC(=O)Nc2nc3ccccc3c(=O)s2)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,0.0
COc1cccc(CCSc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0
COc1cccc(CNC2CC2c2ccccc2)c1,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(CNC2CC2c2ccccc2)n1,0.0,0.0,0.0,5.64,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(COC(=O)c2nn(-c3ccccc3)nc2N)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
COc1cccc(COc2ccc(CC(C)N(C)CC(=O)O)cc2)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.68,0.0
COc1cccc(COc2ccc(CCN)cc2)c1,0.0,0.0,0.0,6.52,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(COc2ccc(CN)cc2)c1,0.0,0.0,0.0,6.76,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(COc2ccc3[nH]c(=O)oc(=O)c3c2)c1,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(COc2ccc3c(C)c(C)c(=O)oc3c2)c1,0.0,0.0,0.0,8.78,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(COc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(Cn2ccc3c(N4CCC(F)(F)CC4)nc4ccccc4c32)c1,0.0,0.0,0.0,7.35,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(Cn2ccc3c(N4CCC(O)CC4)nc4ccccc4c32)c1,0.0,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(Cn2ccc3c(N4CCC(OC)CC4)nc4ccccc4c32)c1,0.0,0.0,0.0,9.15,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(Cn2ccc3c(NC4CCOCC4)nc4ccccc4c32)c1,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(N2CCn3c(nc4c3c(=O)n(C)c(=O)n4C)C2)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94,0.0,0.0
COc1cccc(NC(=O)c2cc3ccccc3oc2=O)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.19,0.0
COc1cccc(OCc2ccc(Br)cc2)c1,0.0,0.0,0.0,5.06,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(OCc2ccc(C)cc2)c1,0.0,0.0,0.0,4.84,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(OCc2ccc(F)cc2)c1,0.0,0.0,0.0,4.81,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(OCc2cccc(Br)c2)c1,0.0,0.0,0.0,4.71,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(OCc2cccc(C)c2)c1,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(OCc2cccc(F)c2)c1,0.0,0.0,0.0,4.91,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(OCc2ccccc2)c1,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(OCc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,0.0,0.0
COc1cccc2c(=O)cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)[nH]c12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14,0.0,0.0
COc1cccc2cc(-c3ccc(Br)nn3)c(=O)oc12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89,0.0,0.0
COc1cccc2cc(-c3ccc(Cl)nn3)c(=O)oc12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52,0.0,0.0
COc1cccc2cc(C(=O)NCCn3ccc(=O)c(O)c3C)c(=O)oc12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.96,0.0,0.0
COc1cccc2nc(NC(=O)c3ccccc3)[nH]c12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16,0.0,0.0
COc1ccccc1-c1ccc2cc(-n3ccnc3)ccc2n1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
COc1ccccc1-c1cnc2c3cccnc3nn2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42,0.0
COc1ccccc1-c1ncc2cc(-n3cnc(C)c3)ccc2n1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
COc1ccccc1C(=O)C=Cc1ccccc1C(F)(F)F,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccccc1C1CC(c2ccc(O)cc2)=NN1C(C)=O,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccccc1C=C1COc2cc(OCCCCCCNc3c4c(nc5ccccc35)CCCC4)ccc2C1=O,0.0,0.0,0.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccccc1C=C1SC(=O)N(CCN)C1=O,0.0,0.0,0.0,4.57,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccccc1C=CC(=O)c1ccc(O)cc1,0.0,0.0,0.0,6.21,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccccc1C=CC(=O)c1ccc(OCCCCN2CCc3ccccc3C2)cc1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,0.0,0.0
COc1ccccc1CN(C)CCCCCCN1C(=O)c2ccccc2C1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95,0.0,0.0
COc1ccccc1CN(C)CCCCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42,0.0,0.0
COc1ccccc1CN(C)CCCCCCn1sc2cc(OC)c(OC)cc2c1=O,0.0,0.0,0.0,4.86,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccccc1CN(C)CCCCN1C(=O)c2ccccc2C1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,0.0,0.0
COc1ccccc1CN(C)CCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.23,0.0,0.0
COc1ccccc1CN(C)CCCCn1sc2cc(OC)c(OC)cc2c1=O,0.0,0.0,0.0,4.72,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccccc1CN(C)CCCN1C(=O)c2ccccc2C1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01,0.0,0.0
COc1ccccc1CN(C)CCCOc1cc(O)c2c(=O)c3ccccc3sc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21,0.0,0.0
COc1ccccc1CN(C)CCN1C(=O)c2ccccc2C1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,0.0,0.0
COc1ccccc1CN(C)Cc1ccc(C=C2COc3cc(OC)c(OC)cc3C2=O)cc1O,0.0,0.0,0.0,5.99,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccccc1CN1CCCCn2c1nc1c2c(=O)n(C)c(=O)n1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.72,0.0,0.0
COc1ccccc1CNC1CC12CCc1ccccc12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92
COc1ccccc1CNC1CC1c1ccc(OCc2ccccc2)cc1,0.0,0.0,0.0,5.64,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccccc1CNC1CC1c1ccccc1,0.0,0.0,0.0,4.81,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccccc1N1CCN(CCCCCOc2cc3c4c(nccc4c2)-c2ccccc2C3=O)CC1,0.0,0.0,0.0,5.86,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccccc1N1CCN(CCCCOc2cc3c4c(nccc4c2)-c2ccccc2C3=O)CC1,0.0,0.0,0.0,5.37,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccccc1N1CCN(CCCOc2cc3c4c(nccc4c2)-c2ccccc2C3=O)CC1,0.0,0.0,0.0,5.49,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccccc1NC(=O)c1cc2cc(Br)cc(Br)c2oc1=O,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0
COc1ccccc1NC(=O)c1cc2cc([N+](=O)[O-])ccc2oc1=O,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0
COc1ccccc1NC(=O)c1cc2ccccc2oc1=O,0.0,0.0,0.0,0.0,0.0,4.45,0.0,0.0,0.0,0.0
COc1cncc(CNC2CC2c2ccccc2)c1,0.0,0.0,0.0,4.45,0.0,0.0,0.0,0.0,0.0,0.0
COc1ncccc1CNC1CC1c1ccccc1,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0
COn1c(-c2ccc(C)cc2)c(Br)c2cc(C#N)c(C#N)cc21,0.0,0.0,0.0,5.13,0.0,0.0,0.0,0.0,0.0,0.0
COn1c(-c2ccc(C)cc2)c(C=O)c2cc(C#N)c(C#N)cc21,0.0,0.0,0.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0
COn1c(-c2ccc(C)cc2)cc2cc3c(cc21)C(=O)NC3=O,0.0,0.0,0.0,6.24,0.0,0.0,0.0,0.0,0.0,0.0
COn1c(-c2cccs2)cc2cc3c(cc21)C(=O)NC3=O,0.0,0.0,0.0,5.43,0.0,0.0,0.0,0.0,0.0,0.0
CS(=O)(=O)c1ccc(-c2ccc3cc(-n4ccnc4)ccc3n2)cc1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
CS(=O)(=O)c1ccc(-c2cnc3c4cccnc4nn3c2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24,0.0
CS(=O)(=O)c1ccc(C(=O)C=Cc2ccc(Cl)cc2)cc1,0.0,0.0,0.0,6.33,0.0,0.0,0.0,0.0,0.0,0.0
CS(=O)(=O)c1ccc(C(=O)C=Cc2cccc3c2OCO3)cc1,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
CS(=O)(=O)c1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,0.0
CSC1=NC(=Cc2c[nH]c3ccccc23)C(=O)N1,0.0,0.0,0.0,4.23,0.0,0.0,0.0,0.0,0.0,0.0
CSC1=NC(=O)C(=Cc2c[nH]c3c(Br)cccc23)N1,0.0,0.0,0.0,5.61,0.0,0.0,0.0,0.0,0.0,0.0
CSC1=NC(=O)C(=Cc2c[nH]c3cc(Br)ccc23)N1,0.0,0.0,0.0,5.85,0.0,0.0,0.0,0.0,0.0,0.0
CSC1=NC(=O)C(=Cc2c[nH]c3ccc(Br)cc23)N1,0.0,0.0,0.0,5.06,0.0,0.0,0.0,0.0,0.0,0.0
CSC1=NC(=O)C(=Cc2c[nH]c3cccc(Br)c23)N1,0.0,0.0,0.0,5.43,0.0,0.0,0.0,0.0,0.0,0.0
CSc1ccc(-c2cnc3c4ccccc4nn3c2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,0.0
CSc1ccc(C(=O)C=Cc2cccc3c2OCO3)cc1,0.0,0.0,0.0,0.0,0.0,6.02,0.0,0.0,0.0,0.0
CSc1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55,0.0
CSc1ccc(NC(=O)c2coc3ccccc3c2=O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.92,0.0,0.0
CSc1ccc(OCC(F)=CCN)cc1,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0
C[n+]1ccc2c(c1)c1ccccc1n2CCCCCCCCCn1c2ccccc2c2c[n+](C)ccc21,0.0,0.0,0.0,7.22,0.0,0.0,0.0,0.0,0.0,0.0
C[n+]1ccc2c(c1)c1ccccc1n2CCCCCCCCn1c2ccccc2c2c[n+](C)ccc21,0.0,0.0,0.0,7.18,0.0,0.0,0.0,0.0,0.0,0.0
