smiles,pchembl_value
CN(CCO)Cc1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C2Cc3ccccc3CN2)CC1,7.26
O=C(NC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ccccc2CN2CCN(c3ccccc3)CC2)CC1)C1Cc2ccccc2CN1,6.84
O=C(NC(Cc1ccc(Cl)cc1)C(=O)N1CCC(Cn2cncn2)(C2CCCCC2)CC1)C1Cc2ccccc2CN1,7.48
CCN(CC)Cc1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C2Cc3ccccc3CN2)CC1,7.28
CC(NCCc1ccccc1F)c1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C2Cc3ccccc3CN2)CC1,7.48
CN(CCc1ccccn1)Cc1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C2Cc3ccccc3CN2)CC1,7.46
CC(NC1CCCNC1)c1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C2Cc3ccccc3CN2)CC1,8.19
CN(Cc1ccccc1)Cc1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C2Cc3ccccc3CN2)CC1,7.08
O=C(NC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ccccc2CNCCc2ccccc2F)CC1)C1Cc2ccccc2CN1,7.57
CC(NC1CCC(N)CC1)c1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C2Cc3ccccc3CN2)CC1,7.6
O=C(NC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ccccc2CNC2CCCC2)CC1)C1Cc2ccccc2CN1,7.18
CC(NC1CCCCC1N)c1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C2Cc3ccccc3CN2)CC1,7.89
CC(NC1CCNC1)c1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C2Cc3ccccc3CN2)CC1,7.89
CC1CN(Cc2ccccc2N2CCN(C(=O)C(Cc3ccc(Cl)cc3)NC(=O)C3Cc4ccccc4CN3)CC2)C(C)CN1,7.72
O=C(NC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ccccc2CNCCCO)CC1)C1Cc2ccccc2CN1,6.92
CC(NCCc1cccs1)c1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C2Cc3ccccc3CN2)CC1,7.62
CC(NC1CC1)c1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C2Cc3ccccc3CN2)CC1,7.64
O=C(NC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ccccc2CN2CCC(N3CCCC3)CC2)CC1)C1Cc2ccccc2CN1,7.62
